[4/18/23 11:55PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/19/23 12:13AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 02:50AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 07:42PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 07:56PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 08:16PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/20/23 01:54AM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/21/23 08:11AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/22/23 05:47AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:40AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:59AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 07:44AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 10:40PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 04:53AM] Player received drop: x1 Lili Legs, id: 22138, amount: 1, from: Lilinryss	
[4/24/23 01:28AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 11:58AM] Player received drop: x1 Varth Body, id: 22146, amount: 1, from: Varthramoth	
[4/24/23 03:52PM] Player received drop: x1 Tyrant Helm, id: 14190, amount: 1, from: Tyrant Lord	
[4/24/23 06:02PM] Player received drop: x1 Soldier Sword, id: 23079, amount: 1, from: Panther	
[4/24/23 06:21PM] Player received drop: x1 Soldier Legs, id: 23077, amount: 1, from: Panther	
[4/25/23 11:25AM] Player received drop: x1 Scylla Legs, id: 14371, amount: 1, from: Scylla	
[4/25/23 11:54AM] Player received drop: x1 Exode Top, id: 22037, amount: 1, from: Exoden	
[4/25/23 12:18PM] Player received drop: x1 Gladiator Helm, id: 15005, amount: 1, from: Ezkel-Nojad	
[4/25/23 01:35PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/25/23 03:46PM] Player received drop: x1 Shinigami Head, id: 13328, amount: 1, from: Byakuya	
[4/25/23 04:29PM] Player received drop: x1 Fazula Staff, id: 4071, amount: 1, from: Queen Fazula	
[4/25/23 04:41PM] Player received drop: x1 Fazula Body, id: 4067, amount: 1, from: Queen Fazula	
