[4/17/23 09:25AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/17/23 02:59PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 05:51PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/19/23 06:32PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/19/23 06:34PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/19/23 06:49PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/19/23 07:46PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/19/23 08:47PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 08:49PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 08:52PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 09:05PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 09:15PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
