[4/21/23 05:28AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/21/23 05:42AM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/21/23 05:42AM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/21/23 06:12AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/21/23 06:23AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/21/23 06:23AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/21/23 10:08AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 10:23AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 10:32AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 10:41AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 10:53AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:24AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 02:58PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
