[4/21/23 08:27PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/21/23 10:56PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/21/23 11:00PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/21/23 11:10PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/21/23 11:13PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/21/23 11:16PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/22/23 10:33AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/22/23 11:07AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/22/23 11:15AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/22/23 12:33PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/22/23 01:36PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/22/23 06:16PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/22/23 09:27PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/22/23 09:49PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
