[4/17/23 03:11AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/18/23 05:06AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/18/23 05:31AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/20/23 01:35PM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/26/23 02:54PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/26/23 02:59PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/27/23 06:20AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/27/23 06:24AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/27/23 12:45PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/27/23 12:47PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/27/23 12:48PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/27/23 12:52PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/27/23 01:01PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/27/23 01:20PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/27/23 01:28PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/27/23 01:31PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
