[4/15/23 03:54AM]  [ Mysterious ] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 09:18AM]  [ Zshana ] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/15/23 09:28AM]  [ Frog ] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 09:52AM]  [ Frog ] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/15/23 10:41AM]  [ Niels ] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/15/23 11:07AM]  [ Kandonas ] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 11:12AM]  [ Niels ] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/15/23 11:22AM]  [ Kandonas ] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 11:26AM]  [ Niels ] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/15/23 11:29AM]  [ Bookie ] Player received drop: x1 Owner cape goodiebag, id: 3578, amount: 1, from: Nine Tails	
[4/15/23 11:33AM]  [ Niels ] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/15/23 11:39AM]  [ Kandonas ] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 11:42AM]  [ Niels ] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/15/23 11:45AM]  [ Niels ] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/15/23 12:03PM]  [ Niels ] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/15/23 12:04PM]  [ Kandonas ] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/15/23 12:06PM]  [ Kandonas ] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/15/23 12:16PM]  [ Niels ] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/15/23 12:41PM]  [ Ao ] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/15/23 12:42PM]  [ Niels ] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/15/23 01:21PM]  [ Kandonas ] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/15/23 01:32PM]  [ Kandonas ] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/15/23 01:46PM]  [ Suh ] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 02:01PM]  [ Suh ] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/15/23 02:06PM]  [ Suh ] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/15/23 02:46PM]  [ Dup ] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/15/23 02:57PM]  [ Dup ] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/15/23 03:39PM]  [ Suh ] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/15/23 03:42PM]  [ Suh ] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/15/23 03:49PM]  [ Mts Aurexk ] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/15/23 03:55PM]  [ Suh ] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/15/23 04:00PM]  [ Suh ] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/15/23 04:19PM]  [ Suh ] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/15/23 04:21PM]  [ Coke ] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/15/23 04:22PM]  [ Coke ] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/15/23 04:23PM]  [ Coke ] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/15/23 04:58PM]  [ Suh ] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/15/23 06:02PM]  [ Ao ] Player received drop: x1 Obsidian Helm, id: 23061, amount: 1, from: Asmodeus	
[4/15/23 06:05PM]  [ Dedmojo ] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 06:07PM]  [ Suh ] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/15/23 06:22PM]  [ Suh ] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
