[4/20/23 06:08AM] Received item from Wr3ckedyou. Name: Progressive Box [T1]. Id: 10025, amount: 1	
[4/23/23 10:42PM] Received item from Kingrock. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/24/23 04:20PM] Gave item to Im Retarned. Name: Lava bones. Id: 2023, amount: 829	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Imperial Staff. Id: 18629, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Nightmare helm. Id: 23028, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Vote scroll. Id: 23020, amount: 2	
[4/24/23 04:20PM] Received item from Im Retarned. Name: Tarn token. Id: 10835, amount: 7700	
