[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22214, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22215, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22216, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22217, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22218, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22219, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22220, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22221, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22223, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22224, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22225, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22226, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22227, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: None. Id: 22228, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Received item from Alex. Name: Transfer Crystal. Id: 8788, amount: 1	
