[4/17/23 10:55AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 11:21AM] Received item from Fpk Merk. Name: Cursed Box. Id: 15003, amount: 1	
[4/17/23 12:21PM] Gave item to Nexthokage. Name: Collector necklace. Id: 19886, amount: 1	
[4/17/23 02:36PM] Received item from Nexthokage. Name: Collector necklace. Id: 19886, amount: 1	
[4/17/23 03:30PM] Gave item to Nexthokage. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 03:30PM] Gave item to Nexthokage. Name: Forsaken Body. Id: 14911, amount: 1	
[4/17/23 03:30PM] Gave item to Nexthokage. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/17/23 06:40PM] Received item from Nexthokage. Name: Zinq body. Id: 23051, amount: 1	
[4/17/23 06:42PM] Gave item to Nexthokage. Name: Rogue Aura. Id: 12610, amount: 1	
[4/17/23 07:08PM] Gave item to Nexthokage. Name: Rogue Aura. Id: 12610, amount: 1	
[4/17/23 07:12PM] Received item from Nexthokage. Name: Rogue Aura. Id: 12610, amount: 1	
[4/17/23 07:23PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 07:23PM] Received item from Onlyfans. Name: Executive Legs. Id: 4686, amount: 1	
[4/17/23 07:53PM] Received item from Nexthokage. Name: Rogue Body. Id: 17596, amount: 1	
[4/18/23 02:20PM] Gave item to Nexthokage. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/18/23 03:50PM] Received item from Nexthokage. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/18/23 05:26PM] Received item from Nobledefeat. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/18/23 05:26PM] Received item from Nobledefeat. Name: Groudon Helm. Id: 21934, amount: 1	
[4/18/23 05:42PM] Gave item to Nexthokage. Name: Groudon Helm. Id: 21934, amount: 1	
[4/18/23 05:42PM] Gave item to Nexthokage. Name: Soldier Sword Off-Hand. Id: 23080, amount: 1	
[4/18/23 06:19PM] Gave item to 1 3. Name: Deviant Wings. Id: 21024, amount: 1	
[4/18/23 06:19PM] Received item from 1 3. Name: Tarn token. Id: 10835, amount: 9987	
[4/19/23 05:03PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 1300000	
[4/19/23 05:03PM] Gave item to Onlyfans. Name: $1 Scroll. Id: 10946, amount: 20	
[4/19/23 05:03PM] Received item from Onlyfans. Name: Executive Helm. Id: 4684, amount: 1	
[4/19/23 05:46PM] Gave item to Sharpy0123. Name: $25 Bond. Id: 23058, amount: 4	
[4/19/23 05:46PM] Received item from Sharpy0123. Name: Tarn token. Id: 10835, amount: 3899365	
[4/19/23 05:57PM] Gave item to Slussy. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 05:57PM] Gave item to Slussy. Name: Tarn token. Id: 10835, amount: 500000	
[4/19/23 05:57PM] Received item from Slussy. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 05:59PM] Gave item to Slussy. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 05:59PM] Gave item to Slussy. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 05:59PM] Gave item to Slussy. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 01:13PM] Gave item to Dwightshrute. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 01:13PM] Received item from Dwightshrute. Name: Tarn token. Id: 10835, amount: 400000	
[4/20/23 01:32PM] Received item from Nexthokage. Name: Knight prayer scroll. Id: 23165, amount: 1	
[4/20/23 01:39PM] Received item from Nexthokage. Name: Vote scroll. Id: 23020, amount: 10	
[4/20/23 01:39PM] Gave item to Nexthokage. Name: Vote scroll. Id: 23020, amount: 98	
[4/20/23 02:19PM] Received item from Nexthokage. Name: Cursed Box. Id: 15003, amount: 1	
[4/20/23 02:19PM] Received item from Nexthokage. Name: Gracious Box. Id: 15002, amount: 1	
[4/20/23 02:19PM] Received item from Nexthokage. Name: Coin. Id: 995, amount: 51000000	
[4/20/23 02:19PM] Received item from Nexthokage. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 02:19PM] Received item from Nexthokage. Name: $25 Bond. Id: 23058, amount: 3	
[4/20/23 02:36PM] Gave item to Autumn. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/21/23 02:14PM] Received item from Nexthokage. Name: Collector necklace. Id: 19886, amount: 1	
[4/21/23 05:10PM] Gave item to Nexthokage. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 07:47AM] Gave item to Demon. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 07:47AM] Gave item to Demon. Name: Soldier Helm. Id: 23075, amount: 1	
[4/23/23 07:47AM] Gave item to Demon. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/23/23 07:47AM] Gave item to Demon. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 07:52AM] Gave item to Demon. Name: Calamity Pet. Id: 20585, amount: 1	
[4/23/23 07:52AM] Gave item to Demon. Name: Frieza Legs. Id: 11765, amount: 1	
[4/23/23 08:19AM] Gave item to Demon. Name: Tarn token. Id: 10835, amount: 1000000	
[4/23/23 08:19AM] Received item from Demon. Name: DR Potion (Godly). Id: 3086, amount: 1	
