[4/15/23 04:21AM] Gave item to Ronnie V2. Name: Tarn token. Id: 10835, amount: 900	
[4/15/23 04:21AM] Received item from Ronnie V2. Name: Lava bones. Id: 2023, amount: 900	
[4/15/23 05:04AM] Gave item to Alex. Name: Vote scroll. Id: 23020, amount: 6	
[4/15/23 05:04AM] Received item from Alex. Name: Vote scroll. Id: 23020, amount: 6	
[4/15/23 04:55PM] Received item from Like My Peep. Name: Lava bones. Id: 2023, amount: 1000	
[4/15/23 08:28PM] Gave item to Veraces. Name: Tarn token. Id: 10835, amount: 10000	
[4/15/23 08:28PM] Received item from Veraces. Name: Vote scroll. Id: 23020, amount: 2	
[4/20/23 12:54AM] Received item from Immortal. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 01:53AM] Received item from Duke. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 01:57AM] Received item from Asquad. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 01:57AM] Received item from Asquad. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 03:57AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 75000	
[4/20/23 03:57AM] Received item from Kinda Savage. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:01AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 150000	
[4/20/23 04:01AM] Received item from Kinda Savage. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 04:10AM] Gave item to Fissker. Name: Tarn token. Id: 10835, amount: 75000	
[4/20/23 04:10AM] Received item from Fissker. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:11AM] Gave item to Fissker. Name: Tarn token. Id: 10835, amount: 75000	
[4/20/23 04:11AM] Received item from Fissker. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:29AM] Received item from Onlyfans. Name: Executive Boots. Id: 8274, amount: 1	
[4/20/23 04:29AM] Received item from Onlyfans. Name: Executive Gloves. Id: 8273, amount: 1	
[4/20/23 05:09AM] Gave item to Liam. Name: Tarn token. Id: 10835, amount: 75000	
[4/20/23 05:09AM] Received item from Liam. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 11:30PM] Gave item to A Fatality. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 11:30PM] Received item from A Fatality. Name: Tarn token. Id: 10835, amount: 1300000	
[4/23/23 12:02AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 227294	
[4/23/23 12:02AM] Received item from Nobledefeat. Name: Tyrant Legs. Id: 14194, amount: 1	
[4/23/23 02:21AM] Gave item to Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Ronnie V2. Name: Tarn token. Id: 10835, amount: 500000	
[4/23/23 03:42AM] Gave item to Freddie. Name: Tarn token. Id: 10835, amount: 1500000	
[4/23/23 03:42AM] Received item from Freddie. Name: Owner cape goodiebag. Id: 3578, amount: 1	
[4/23/23 04:00AM] Gave item to Matt0804. Name: $1 Scroll. Id: 10946, amount: 6	
[4/23/23 04:00AM] Received item from Matt0804. Name: Tarn token. Id: 10835, amount: 401941	
[4/23/23 04:09AM] Gave item to Xtc. Name: $1 Scroll. Id: 10946, amount: 23	
[4/23/23 04:09AM] Received item from Xtc. Name: Tarn token. Id: 10835, amount: 1150000	
[4/23/23 04:11AM] Gave item to Rozaro. Name: Solar Staff. Id: 22135, amount: 1	
[4/23/23 05:00AM] Gave item to Xtc. Name: Tarn token. Id: 10835, amount: 1000000	
[4/23/23 05:00AM] Gave item to Xtc. Name: $1 Scroll. Id: 10946, amount: 8	
[4/23/23 05:00AM] Received item from Xtc. Name: Janemba Pet. Id: 20602, amount: 1	
[4/24/23 06:46AM] Gave item to Xtc. Name: $1 Scroll. Id: 10946, amount: 18	
[4/24/23 06:46AM] Received item from Xtc. Name: Tarn token. Id: 10835, amount: 1800000	
[4/24/23 07:57AM] Gave item to Krafty. Name: $1 Scroll. Id: 10946, amount: 6	
[4/24/23 07:57AM] Received item from Krafty. Name: Tarn token. Id: 10835, amount: 660000	
