[4/17/23 08:46PM] Received item from Sad. Name: Titan Helm. Id: 8803, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Doom Aura. Id: 12614, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Maze Maul. Id: 17710, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Sacred Legs. Id: 23136, amount: 1	
[4/17/23 09:20PM] Received item from Sharpy0123. Name: Lust Staff. Id: 8809, amount: 1	
[4/17/23 09:54PM] Received item from Sharpy0123. Name: Executive Bow. Id: 5012, amount: 1	
[4/18/23 05:56PM] Gave item to Sharpy0123. Name: Tarn token. Id: 10835, amount: 1071881	
[4/18/23 05:56PM] Received item from Sharpy0123. Name: White Boots. Id: 22161, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Tarn token. Id: 10835, amount: 5000462	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Fazula Staff. Id: 4071, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 06:14PM] Received item from Suh. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/19/23 07:40PM] Gave item to Cheech. Name: Owner's cape. Id: 7995, amount: 1	
[4/19/23 08:28PM] Gave item to 2 Sexy Bro. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 08:28PM] Gave item to 2 Sexy Bro. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/19/23 08:28PM] Gave item to 2 Sexy Bro. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 08:28PM] Gave item to 2 Sexy Bro. Name: Infinite healing potion (T1). Id: 23118, amount: 1	
[4/19/23 08:28PM] Gave item to 2 Sexy Bro. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/20/23 12:43PM] Gave item to Monsterbait. Name: Lava bones. Id: 2023, amount: 16089	
[4/20/23 05:59PM] Gave item to Artemis. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 06:04PM] Gave item to Artemis. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 06:05PM] Gave item to Artemis. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/20/23 06:05PM] Received item from Artemis. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 06:26PM] Gave item to Artemis. Name: Coin. Id: 995, amount: 106290206	
[4/20/23 06:35PM] Gave item to Artemis. Name: Coin. Id: 995, amount: 125903520	
[4/20/23 06:42PM] Received item from Artemis. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 06:42PM] Received item from Artemis. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:43PM] Received item from Artemis. Name: Nightmare helm. Id: 23028, amount: 1	
[4/20/23 06:43PM] Received item from Artemis. Name: Mystic legs. Id: 23023, amount: 1	
[4/20/23 06:48PM] Received item from Artemis. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 06:48PM] Received item from Artemis. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/20/23 06:48PM] Received item from Artemis. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:48PM] Received item from Artemis. Name: Tarn token. Id: 10835, amount: 47910	
[4/20/23 06:48PM] Received item from Artemis. Name: Coin. Id: 995, amount: 80	
[4/20/23 06:48PM] Received item from Artemis. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/21/23 05:25AM] Gave item to Kalb. Name: Blood Vitur. Id: 8136, amount: 1	
[4/21/23 05:25AM] Gave item to Payne. Name: Blood Vitur. Id: 8136, amount: 1	
[4/21/23 06:05AM] Gave item to Roe. Name: Varth Teddy. Id: 22151, amount: 1	
[4/21/23 12:23PM] Gave item to Lungs. Name: Lucifer legs. Id: 22102, amount: 1	
[4/21/23 02:49PM] Gave item to Vetbrazil. Name: White Wand. Id: 22167, amount: 1	
[4/21/23 02:49PM] Gave item to Rayquaza. Name: White Wand. Id: 22167, amount: 1	
[4/21/23 02:59PM] Gave item to Duke. Name: Miner chestplate (steel). Id: 20583, amount: 1	
[4/21/23 02:59PM] Gave item to Liam. Name: Miner chestplate (steel). Id: 20583, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Fazula Staff. Id: 4071, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Tarn token. Id: 10835, amount: 1133173	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Coin. Id: 995, amount: 795141200	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Verinise. Id: 815, amount: 2	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Cardamon. Id: 789, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Sephialla. Id: 913, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Ralorage. Id: 919, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Fennel. Id: 916, amount: 4	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Rosocely. Id: 795, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Holy water. Id: 732, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Larith. Id: 777, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Caraway. Id: 931, amount: 2	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Marjoram. Id: 925, amount: 2	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Kunnerrel. Id: 928, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Smoo. Id: 1005, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Clean Tarragon. Id: 783, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Slayer ticket. Id: 5023, amount: 6907	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Malvek Helm. Id: 19160, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Wings. Id: 3470, amount: 1	
