[4/17/23 02:31PM] Received item from Netflix. Name: $10 Bond. Id: 23057, amount: 200	
[4/17/23 02:31PM] Received item from Netflix. Name: Agumon Aura. Id: 22160, amount: 1	
[4/17/23 02:42PM] Gave item to Netflix. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/17/23 02:42PM] Gave item to Netflix. Name: $10 Bond. Id: 23057, amount: 150	
[4/17/23 02:42PM] Gave item to Netflix. Name: Agumon Aura. Id: 22160, amount: 1	
[4/17/23 02:42PM] Gave item to Netflix. Name: Coin. Id: 995, amount: 20652775	
[4/17/23 02:42PM] Gave item to Netflix. Name: Vote scroll. Id: 23020, amount: 12	
[4/17/23 02:55PM] Received item from Netflix. Name: $10 Bond. Id: 23057, amount: 30	
[4/17/23 02:56PM] Gave item to Netflix. Name: Obsidian Aura. Id: 12612, amount: 1	
[4/17/23 02:56PM] Gave item to Netflix. Name: Executive Set. Id: 11946, amount: 1	
[4/17/23 02:56PM] Gave item to Netflix. Name: Sovereignty prayer scroll. Id: 23169, amount: 1	
[4/17/23 03:05PM] Received item from Netflix. Name: $10 Bond. Id: 23057, amount: 50	
[4/17/23 03:07PM] Gave item to Netflix. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/17/23 03:08PM] Gave item to Netflix. Name: Owner's Attachment. Id: 22110, amount: 1	
[4/17/23 03:08PM] Gave item to Netflix. Name: Collector Attachment. Id: 9084, amount: 1	
[4/18/23 11:44AM] Received item from Netflix. Name: $10 Bond. Id: 23057, amount: 100	
[4/18/23 11:50AM] Gave item to Netflix. Name: Agumon Set. Id: 9666, amount: 1	
[4/22/23 05:28PM] Received item from Netflix. Name: Vote scroll. Id: 23020, amount: 100	
[4/22/23 05:29PM] Gave item to Netflix. Name: Coin. Id: 995, amount: 50000000	
[4/22/23 05:29PM] Gave item to Netflix. Name: $25 Bond. Id: 23058, amount: 6	
[4/22/23 05:29PM] Gave item to Netflix. Name: $10 Bond. Id: 23057, amount: 1	
[4/22/23 05:29PM] Gave item to Netflix. Name: Malvek Body. Id: 19159, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/24/23 07:06AM] Gave item to Netflix. Name: Transfer Crystal. Id: 8788, amount: 1	
