[4/17/23 10:56AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 11:10AM] Gave item to Esso. Name: Lust Visor. Id: 8806, amount: 1	
[4/17/23 11:10AM] Gave item to Esso. Name: Emerald Coif. Id: 11001, amount: 1	
[4/20/23 11:51AM] Gave item to Esso. Name: Coin. Id: 995, amount: 3188313	
[4/20/23 11:51AM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 1	
[4/20/23 12:23PM] Gave item to Esso. Name: Coin. Id: 995, amount: 2	
[4/20/23 12:23PM] Received item from Esso. Name: $1 Scroll. Id: 10946, amount: 7	
[4/20/23 12:23PM] Received item from Esso. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 12:24PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 12:24PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 14	
[4/20/23 12:24PM] Gave item to Esso. Name: Coin. Id: 995, amount: 4450452	
[4/20/23 12:24PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 3	
[4/20/23 01:23PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 1	
[4/20/23 01:23PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 1	
[4/20/23 01:36PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 01:36PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 01:36PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 4	
[4/21/23 10:36AM] Gave item to Esso. Name: Coin. Id: 995, amount: 12779037	
[4/21/23 10:36AM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 1	
[4/21/23 10:36AM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 3	
[4/21/23 11:05AM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 7782	
[4/21/23 11:09AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 9998	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Doom Body. Id: 16021, amount: 1	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Doom Legs. Id: 15933, amount: 1	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Doom Helm. Id: 15922, amount: 1	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Doom Legs. Id: 15933, amount: 1	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Maze Maul. Id: 17710, amount: 1	
[4/21/23 11:09AM] Received item from Kinda Savage. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 11:36AM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 4	
[4/21/23 11:36AM] Received item from Esso. Name: Slayer ticket. Id: 5023, amount: 2	
[4/21/23 11:36AM] Received item from Esso. Name: Lava bones. Id: 2023, amount: 1	
[4/21/23 12:10PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 12:10PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 12:10PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 2	
[4/21/23 12:15PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 12:15PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 12:15PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 2	
[4/22/23 01:35PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 01:35PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 02:36PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 02:36PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 2	
[4/24/23 10:50AM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 10	
[4/24/23 10:50AM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 11:28AM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 15	
[4/25/23 11:28AM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 9	
[4/25/23 11:28AM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 3	
[4/25/23 01:16PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 10	
[4/25/23 01:16PM] Gave item to Esso. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 01:16PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 2	
[4/25/23 01:35PM] Gave item to Esso. Name: $1 Scroll. Id: 10946, amount: 3	
[4/25/23 01:35PM] Received item from Esso. Name: Tarn token. Id: 10835, amount: 1	
