[4/15/23 04:58PM] Received item from Like My Peep. Name: Lava bones. Id: 2023, amount: 1000	
[4/15/23 05:20PM] Gave item to Zaryte. Name: Lava bones. Id: 2023, amount: 1000	
[4/17/23 07:45PM] Received item from Zaryte. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 10:04PM] Received item from Zaryte. Name: Tarn token. Id: 10835, amount: 970000	
[4/18/23 02:34PM] Gave item to Zaryte. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Solar Staff. Id: 22135, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Groudon Body. Id: 19918, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/23/23 08:21AM] Received item from Zaryte. Name: $25 Bond. Id: 23058, amount: 2	
[4/23/23 08:23AM] Received item from Zaryte. Name: Solar Hood. Id: 15645, amount: 1	
[4/23/23 08:23AM] Received item from Zaryte. Name: Collector ring. Id: 4446, amount: 1	
[4/23/23 08:23AM] Received item from Zaryte. Name: Groudon Helm. Id: 21934, amount: 1	
[4/23/23 08:23AM] Received item from Zaryte. Name: Byakuya Pet. Id: 13775, amount: 1	
[4/23/23 08:23AM] Received item from Zaryte. Name: Lava bones. Id: 2023, amount: 6975	
