[4/18/23 12:15PM] Received item from 4syns. Name: Lava bones. Id: 2023, amount: 25	
[4/18/23 12:15PM] Received item from 4syns. Name: Sinful Top. Id: 14732, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: Coin. Id: 995, amount: 8760880	
[4/18/23 12:15PM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 12:15PM] Received item from 4syns. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/18/23 12:15PM] Received item from 4syns. Name: Tarn token. Id: 10835, amount: 593	
[4/18/23 12:34PM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 5	
[4/18/23 12:34PM] Received item from Jizzle. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: Antique Body. Id: 8817, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: Coin. Id: 995, amount: 7027027	
[4/18/23 12:34PM] Received item from Jizzle. Name: Tarn token. Id: 10835, amount: 509	
[4/18/23 12:34PM] Received item from Jizzle. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/18/23 12:34PM] Received item from Jizzle. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 12:37PM] Gave item to 4syns. Name: Tarn token. Id: 10835, amount: 10	
[4/18/23 12:37PM] Gave item to 4syns. Name: Coin. Id: 995, amount: 10	
[4/18/23 12:51PM] Received item from Kinda Savage. Name: Godly Helm. Id: 14050, amount: 1	
[4/18/23 01:14PM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 5	
[4/18/23 01:14PM] Received item from Synthex. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 01:14PM] Received item from Synthex. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/18/23 01:14PM] Received item from Synthex. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 01:14PM] Received item from Synthex. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/18/23 01:14PM] Received item from Synthex. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 01:24PM] Gave item to Onlyfans. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 01:24PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 500000	
[4/19/23 08:28AM] Received item from Synthex. Name: AFK ticket. Id: 5020, amount: 268930	
[4/19/23 08:28AM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 6	
[4/19/23 08:28AM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 08:28AM] Received item from Synthex. Name: Coin. Id: 995, amount: 22247368	
[4/19/23 08:28AM] Received item from Jizzle. Name: AFK ticket. Id: 5020, amount: 272990	
[4/19/23 08:28AM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 6	
[4/19/23 08:28AM] Received item from Jizzle. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 08:29AM] Received item from Freefame. Name: AFK ticket. Id: 5020, amount: 247740	
[4/19/23 08:29AM] Received item from Freefame. Name: Vote scroll. Id: 23020, amount: 11	
[4/19/23 08:29AM] Received item from Freefame. Name: $1 Scroll. Id: 10946, amount: 7	
[4/19/23 08:29AM] Received item from Freefame. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 08:29AM] Received item from Freefame. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/19/23 08:29AM] Received item from Freefame. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/19/23 08:29AM] Received item from Freefame. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/19/23 08:29AM] Received item from Freefame. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/19/23 08:29AM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 12	
[4/19/23 08:29AM] Received item from 4syns. Name: AFK ticket. Id: 5020, amount: 267750	
[4/19/23 08:29AM] Received item from 4syns. Name: Lava bones. Id: 2023, amount: 465	
[4/19/23 08:29AM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 12	
[4/19/23 10:58AM] Gave item to Zshana. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 10:58AM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 750000	
[4/19/23 11:27AM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:27AM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 6	
[4/19/23 11:27AM] Received item from 4syns. Name: Coin. Id: 995, amount: 22662011	
[4/19/23 11:28AM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:28AM] Received item from Jizzle. Name: $1 Scroll. Id: 10946, amount: 6	
[4/19/23 11:28AM] Received item from Jizzle. Name: Coin. Id: 995, amount: 19318411	
[4/19/23 11:28AM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 6	
[4/19/23 11:28AM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:28AM] Received item from Synthex. Name: Coin. Id: 995, amount: 10931841	
[4/19/23 11:29AM] Received item from Freefame. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:29AM] Received item from Freefame. Name: $1 Scroll. Id: 10946, amount: 6	
[4/19/23 11:29AM] Received item from Freefame. Name: Coin. Id: 995, amount: 26878760	
[4/19/23 11:49AM] Gave item to Kingrock. Name: $1 Scroll. Id: 10946, amount: 25	
[4/19/23 11:49AM] Gave item to Kingrock. Name: Tarn token. Id: 10835, amount: 500000	
[4/19/23 11:49AM] Gave item to Kingrock. Name: Vote scroll. Id: 23020, amount: 80	
[4/19/23 11:49AM] Received item from Kingrock. Name: Scylla Gloves. Id: 14367, amount: 1	
[4/19/23 01:22PM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 12	
[4/19/23 01:22PM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 27	
[4/19/23 01:25PM] Received item from Freefame. Name: $1 Scroll. Id: 10946, amount: 37	
[4/19/23 01:25PM] Received item from Freefame. Name: Vote scroll. Id: 23020, amount: 21	
[4/19/23 01:25PM] Received item from Freefame. Name: Coin. Id: 995, amount: 17306775	
[4/19/23 01:25PM] Received item from Freefame. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/19/23 01:25PM] Received item from Freefame. Name: Lava bones. Id: 2023, amount: 1645	
[4/19/23 01:26PM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 01:26PM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 01:26PM] Received item from Synthex. Name: Lava bones. Id: 2023, amount: 1225	
[4/19/23 01:26PM] Received item from Synthex. Name: Coin. Id: 995, amount: 5538087	
[4/19/23 01:26PM] Received item from Jizzle. Name: $1 Scroll. Id: 10946, amount: 32	
[4/19/23 01:26PM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 15	
[4/19/23 01:26PM] Received item from Jizzle. Name: Coin. Id: 995, amount: 19741373	
[4/19/23 01:26PM] Received item from Jizzle. Name: Lava bones. Id: 2023, amount: 1085	
[4/19/23 01:26PM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 15	
[4/19/23 01:26PM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 32	
[4/19/23 01:26PM] Received item from 4syns. Name: Lava bones. Id: 2023, amount: 1350	
[4/19/23 01:26PM] Received item from 4syns. Name: Coin. Id: 995, amount: 16721303	
[4/19/23 01:26PM] Received item from 4syns. Name: Tarn token. Id: 10835, amount: 10	
[4/20/23 07:49AM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 5000000	
[4/20/23 07:49AM] Received item from Like My Peep. Name: Super Buu Staff. Id: 16249, amount: 1	
[4/20/23 08:36AM] Received item from Onlyfans. Name: Patience gloves. Id: 23037, amount: 1	
[4/20/23 08:37AM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 09:30AM] Received item from Freefame. Name: AFK ticket. Id: 5020, amount: 326300	
[4/20/23 09:30AM] Received item from Freefame. Name: $1 Scroll. Id: 10946, amount: 18	
[4/20/23 09:30AM] Received item from Freefame. Name: Vote scroll. Id: 23020, amount: 12	
[4/20/23 09:31AM] Received item from Jizzle. Name: AFK ticket. Id: 5020, amount: 327070	
[4/20/23 09:31AM] Received item from Jizzle. Name: $1 Scroll. Id: 10946, amount: 18	
[4/20/23 09:31AM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 10	
[4/20/23 09:31AM] Received item from Synthex. Name: AFK ticket. Id: 5020, amount: 319920	
[4/20/23 09:31AM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 12	
[4/20/23 09:31AM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 18	
[4/20/23 09:31AM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 18	
[4/20/23 09:31AM] Received item from 4syns. Name: AFK ticket. Id: 5020, amount: 328620	
[4/20/23 09:31AM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 9	
[4/20/23 03:24PM] Received item from Synthex. Name: AFK ticket. Id: 5020, amount: 112930	
[4/20/23 03:24PM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 03:24PM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 11	
[4/20/23 03:25PM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 11	
[4/20/23 03:25PM] Received item from 4syns. Name: AFK ticket. Id: 5020, amount: 112760	
[4/20/23 03:25PM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 03:25PM] Received item from Jizzle. Name: $1 Scroll. Id: 10946, amount: 11	
[4/20/23 03:25PM] Received item from Jizzle. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 03:25PM] Received item from Jizzle. Name: AFK ticket. Id: 5020, amount: 112790	
[4/21/23 02:32AM] Gave item to Synthex. Name: Collector necklace. Id: 19886, amount: 1	
[4/21/23 02:32AM] Received item from Synthex. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 02:32AM] Received item from Synthex. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 02:33AM] Gave item to 4syns. Name: Collector necklace. Id: 19886, amount: 1	
[4/21/23 02:33AM] Received item from 4syns. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 02:33AM] Received item from 4syns. Name: Vote scroll. Id: 23020, amount: 3	
