[4/15/23 08:14AM] Gave item to Zshana. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:20AM] Gave item to Toxic. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:20AM] Gave item to Doppelganger. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:21AM] Gave item to Peg Legs. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:21AM] Gave item to Englishboss. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:21AM] Gave item to Don Chapo. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:21AM] Gave item to Spaceo0o. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:22AM] Gave item to Pkspirit. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:22AM] Gave item to Xba. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:22AM] Gave item to Tew. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:22AM] Gave item to Damon. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:22AM] Gave item to Vetion. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:23AM] Gave item to Asoich. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:23AM] Gave item to Coke. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:24AM] Gave item to Ronnie V2. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:24AM] Gave item to Rks. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:24AM] Gave item to Hiro. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:24AM] Gave item to Astorian. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:25AM] Gave item to Light. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:25AM] Gave item to Sociopath. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:25AM] Gave item to Ao. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:26AM] Gave item to Zshana. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:26AM] Gave item to Clav. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:27AM] Gave item to Boterkoek. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:27AM] Gave item to Englishboss. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:27AM] Received item from Englishboss. Name: Fury shark. Id: 17817, amount: 1	
[4/15/23 08:27AM] Gave item to Killajeffa. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:27AM] Gave item to Sklz. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:28AM] Gave item to Bulba. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:28AM] Gave item to Dhar. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:28AM] Gave item to Like My Peep. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:30AM] Gave item to Suh. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:31AM] Gave item to Quack. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:31AM] Gave item to Tyron. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:35AM] Gave item to Tew. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/15/23 08:35AM] Gave item to Rage. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/15/23 08:36AM] Gave item to Rng Based. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:55AM] Gave item to Frog. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:55AM] Gave item to Juust. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/15/23 08:55AM] Gave item to Juust. Name: $10 Bond. Id: 23057, amount: 1	
[4/15/23 08:56AM] Gave item to Dragonkiller. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:56AM] Gave item to Madoka. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:56AM] Gave item to Boobies. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:56AM] Gave item to Johnnyapple. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:58AM] Gave item to Zezima. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 08:58AM] Gave item to Shadow. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:01AM] Gave item to Tarned. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:01AM] Gave item to Homura. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:01AM] Gave item to Kingrock. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:02AM] Gave item to Mb Pker. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:03AM] Gave item to Eoc Hype. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:12AM] Gave item to Kingrock. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:12AM] Gave item to Kingrock. Name: Slayer casket. Id: 2734, amount: 3	
[4/15/23 09:12AM] Gave item to Kingrock. Name: PvM Casket. Id: 2736, amount: 3	
