[4/15/23 12:37PM] Gave item to Edvinas. Name: Blurite Katana. Id: 14484, amount: 1	
[4/15/23 01:10PM] Gave item to Edvinas. Name: Imperial body. Id: 20087, amount: 1	
[4/15/23 03:17PM] Gave item to Slayer. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/15/23 03:17PM] Received item from Slayer. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/16/23 07:03AM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 35000	
[4/16/23 07:03AM] Gave item to Ruthie. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/16/23 07:03AM] Received item from Ruthie. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 07:17AM] Received item from Dup. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 07:17AM] Received item from Dup. Name: Maze Maul. Id: 17710, amount: 1	
[4/16/23 07:47AM] Received item from Dup. Name: Unknown Body. Id: 21043, amount: 1	
[4/16/23 09:08AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 65000	
[4/16/23 09:08AM] Received item from Dup. Name: Godly Legs. Id: 14052, amount: 1	
[4/16/23 09:36AM] Gave item to Dup. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 09:36AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 31275	
[4/16/23 09:36AM] Received item from Dup. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/16/23 09:36AM] Received item from Dup. Name: Lust Visor. Id: 8806, amount: 1	
[4/16/23 09:38AM] Gave item to Edvinas. Name: Maze Helm. Id: 5420, amount: 1	
[4/16/23 10:11AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 10:11AM] Received item from Dup. Name: Gold Body. Id: 11184, amount: 1	
[4/16/23 10:15AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 10:15AM] Received item from Dup. Name: Gold Boots. Id: 11182, amount: 1	
[4/16/23 10:56AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 10:56AM] Received item from Dup. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/17/23 06:57AM] Gave item to Bourgondier. Name: Forsaken Sword. Id: 14915, amount: 1	
[4/17/23 06:58AM] Gave item to Amnesia. Name: Sacred Boots. Id: 23138, amount: 1	
[4/17/23 06:58AM] Gave item to Amnesia. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/17/23 06:58AM] Gave item to Amnesia. Name: Sacred Helm. Id: 23134, amount: 1	
[4/17/23 06:58AM] Gave item to Amnesia. Name: Patience legs. Id: 23036, amount: 1	
[4/17/23 10:53AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 11:00AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 11:41AM] Received item from Tomq. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/17/23 11:43AM] Gave item to Edvinas. Name: Doom Legs. Id: 15933, amount: 1	
[4/17/23 12:36PM] Gave item to Suh. Name: $25 Bond. Id: 23058, amount: 2	
[4/17/23 12:36PM] Received item from Suh. Name: White Gloves. Id: 22162, amount: 1	
[4/17/23 01:29PM] Gave item to Edvinas. Name: Unknown Cape. Id: 21045, amount: 1	
[4/17/23 01:49PM] Gave item to Chibi. Name: Doom Body. Id: 16021, amount: 1	
[4/17/23 01:49PM] Gave item to Chibi. Name: Doom Helm. Id: 15922, amount: 1	
[4/17/23 01:49PM] Gave item to Chibi. Name: Maze Legs. Id: 5428, amount: 1	
[4/17/23 01:49PM] Gave item to Chibi. Name: Tormented Cape. Id: 21039, amount: 1	
[4/17/23 01:55PM] Gave item to Chibi. Name: Lava bones. Id: 2023, amount: 5000	
[4/17/23 01:58PM] Gave item to Chibi. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 01:58PM] Gave item to Chibi. Name: Unknown Body. Id: 21043, amount: 1	
[4/17/23 01:58PM] Gave item to Chibi. Name: Tarn token. Id: 10835, amount: 20000	
[4/17/23 01:58PM] Received item from Chibi. Name: Vote scroll. Id: 23020, amount: 2	
[4/17/23 01:59PM] Gave item to Chibi. Name: Maze Maul. Id: 17710, amount: 1	
[4/17/23 02:03PM] Gave item to Fataliity. Name: Antique Bow. Id: 23144, amount: 1	
[4/17/23 02:03PM] Gave item to Fataliity. Name: Antique Sword. Id: 23146, amount: 1	
[4/17/23 02:03PM] Gave item to Fataliity. Name: Antique Staff. Id: 23145, amount: 1	
[4/17/23 02:06PM] Gave item to Edvinas. Name: Godly Legs. Id: 14052, amount: 1	
[4/17/23 02:20PM] Gave item to Edvinas. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 02:55PM] Gave item to Roses. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 02:55PM] Gave item to Roses. Name: Unknown Cape. Id: 21045, amount: 1	
[4/17/23 02:55PM] Gave item to Roses. Name: Titan Body. Id: 8804, amount: 1	
[4/17/23 02:55PM] Gave item to Roses. Name: Lust Visor. Id: 8806, amount: 1	
[4/17/23 02:58PM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 100000	
[4/17/23 02:58PM] Received item from Like My Peep. Name: Executive Gloves. Id: 8273, amount: 1	
[4/17/23 02:59PM] Gave item to Edvinas. Name: Executive Gloves. Id: 8273, amount: 1	
[4/17/23 03:34PM] Gave item to Edvinas. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/18/23 06:09AM] Gave item to Amnesia. Name: Titan Body. Id: 8804, amount: 1	
[4/18/23 06:09AM] Gave item to Amnesia. Name: Lust Visor. Id: 8806, amount: 1	
[4/18/23 06:09AM] Gave item to Amnesia. Name: Godly Legs. Id: 14052, amount: 1	
[4/18/23 06:09AM] Received item from Amnesia. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 06:09AM] Received item from Amnesia. Name: $1 Scroll. Id: 10946, amount: 1	
[4/18/23 06:11AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 20000	
[4/18/23 06:11AM] Received item from Nobledefeat. Name: Vote scroll. Id: 23020, amount: 1	
[4/18/23 06:14AM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 45000	
[4/18/23 06:14AM] Received item from Ruthie. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 06:44AM] Gave item to Slayer. Name: Tarn token. Id: 10835, amount: 300000	
[4/18/23 06:44AM] Received item from Slayer. Name: Blood Helm. Id: 8813, amount: 1	
[4/18/23 07:14AM] Gave item to Zshana. Name: $25 Bond. Id: 23058, amount: 4	
[4/18/23 07:14AM] Gave item to Zshana. Name: $1 Scroll. Id: 10946, amount: 17	
[4/18/23 07:14AM] Received item from Zshana. Name: White Wings. Id: 22166, amount: 1	
[4/18/23 07:14AM] Received item from Zshana. Name: White Boots. Id: 22161, amount: 1	
[4/18/23 07:38AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 07:38AM] Received item from Onlyfans. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 12:49PM] Gave item to Roses. Name: Solar Hood. Id: 15645, amount: 1	
[4/18/23 12:49PM] Received item from Roses. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 12:49PM] Received item from Roses. Name: Tarn token. Id: 10835, amount: 74318	
[4/18/23 12:57PM] Gave item to Edvinas. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Coin. Id: 995, amount: 157883931	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Tarn token. Id: 10835, amount: 1026635	
[4/18/23 12:57PM] Gave item to Edvinas. Name: White Wings. Id: 22166, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: White Boots. Id: 22161, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Blood Helm. Id: 8813, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Collector necklace. Id: 19886, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Godly Legs. Id: 14052, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Groudon Aura. Id: 15448, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: White Gloves. Id: 22162, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Rogue Body. Id: 17596, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 12:57PM] Gave item to Edvinas. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Vote scroll. Id: 23020, amount: 12	
[4/18/23 12:58PM] Gave item to Edvinas. Name: $1 Scroll. Id: 10946, amount: 10	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Rogue Sword. Id: 22127, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Executive Gloves. Id: 8273, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Lava bones. Id: 2023, amount: 7978	
[4/18/23 12:58PM] Gave item to Edvinas. Name: Slayer ticket. Id: 5023, amount: 3652	
