[4/23/23 12:55AM] Received item from Icy. Name: Vote scroll. Id: 23020, amount: 97	
[4/23/23 12:57AM] Gave item to Icy. Name: $25 Bond. Id: 23058, amount: 3	
[4/23/23 12:57AM] Gave item to Icy. Name: $10 Bond. Id: 23057, amount: 2	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:17AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 08:18AM] Gave item to Icy. Name: Transfer Crystal. Id: 8788, amount: 1	
