[4/21/23 04:54PM] Received item from Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 10:06PM] Received item from Nobledefeat. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 10:10PM] Received item from Kabal. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/22/23 10:28PM] Gave item to Kabal. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 10:28PM] Received item from Kabal. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 10:50PM] Received item from Kabal. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/25/23 10:07AM] Gave item to Im A Newb. Name: Nightmare helm. Id: 23028, amount: 1	
[4/25/23 10:07AM] Gave item to Im A Newb. Name: Nightmare legs. Id: 23030, amount: 1	
[4/25/23 10:07AM] Gave item to Im A Newb. Name: Nightmare gloves. Id: 23031, amount: 1	
[4/25/23 10:07AM] Gave item to Im A Newb. Name: Nightmare helm. Id: 23028, amount: 1	
[4/25/23 10:07AM] Gave item to Im A Newb. Name: Nightmare legs. Id: 23030, amount: 1	
[4/25/23 10:10AM] Gave item to Im A Newb. Name: Titan Chaps. Id: 8805, amount: 1	
[4/25/23 10:10AM] Gave item to Im A Newb. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/25/23 10:10AM] Gave item to Im A Newb. Name: Nightmare boots. Id: 23032, amount: 1	
[4/25/23 10:10AM] Gave item to Im A Newb. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/25/23 10:10AM] Gave item to Im A Newb. Name: Nightmare legs. Id: 23030, amount: 1	
