[4/15/23 02:07PM] Received item from Xenon. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/15/23 09:15PM] Gave item to Dogdonny. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/15/23 09:15PM] Received item from Dogdonny. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/15/23 10:01PM] Received item from Gpello. Name: Lava bones. Id: 2023, amount: 557	
[4/16/23 07:35PM] Gave item to Onlyfans. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 07:35PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 30000	
[4/17/23 09:17PM] Gave item to Hyena. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 09:17PM] Received item from Hyena. Name: Rogue Helm. Id: 22126, amount: 1	
[4/17/23 09:17PM] Received item from Hyena. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Godly Legs. Id: 14052, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Doom Body. Id: 16021, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Doom Helm. Id: 15922, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Maze Legs. Id: 5428, amount: 1	
[4/18/23 06:11PM] Received item from Asquad. Name: Doom Aura. Id: 12614, amount: 1	
[4/18/23 09:05PM] Received item from Olliv1125. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/18/23 09:15PM] Gave item to One Piece. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 09:15PM] Gave item to One Piece. Name: Tormented Legs. Id: 21038, amount: 1	
[4/18/23 09:15PM] Gave item to One Piece. Name: Tormented Gloves. Id: 21040, amount: 1	
[4/18/23 09:15PM] Gave item to One Piece. Name: Tormented Cape. Id: 21039, amount: 1	
[4/18/23 09:28PM] Received item from Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 08:00PM] Received item from Nobledefeat. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Boots. Id: 8274, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Legs. Id: 4686, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Cape. Id: 9939, amount: 1	
[4/21/23 06:52AM] Gave item to Winalldays. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/21/23 06:52AM] Gave item to Winalldays. Name: Unknown Body. Id: 21043, amount: 1	
[4/21/23 06:52AM] Gave item to Winalldays. Name: Unknown Cape. Id: 21045, amount: 1	
[4/21/23 06:52AM] Gave item to Winalldays. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/21/23 06:52AM] Gave item to Winalldays. Name: Sacred Scythe. Id: 17664, amount: 1	
[4/21/23 08:55AM] Received item from Asquad. Name: Collector ring. Id: 4446, amount: 1	
[4/22/23 06:38AM] Received item from Boms. Name: White Legs. Id: 22164, amount: 1	
[4/22/23 06:38AM] Received item from Boms. Name: Scylla Helm. Id: 14369, amount: 1	
[4/22/23 06:38AM] Received item from Boms. Name: Scylla Legs. Id: 14371, amount: 1	
[4/22/23 06:39AM] Received item from Boms. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/22/23 07:10AM] Received item from Boms. Name: Coin. Id: 995, amount: 520720658	
[4/22/23 11:37AM] Received item from Like My Peep. Name: Owner's Staff. Id: 22230, amount: 1	
[4/22/23 11:41AM] Received item from Like My Peep. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 12:05PM] Gave item to Kalb. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/22/23 12:05PM] Gave item to Kalb. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/22/23 12:05PM] Gave item to Kalb. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/22/23 12:05PM] Received item from Kalb. Name: Tarn token. Id: 10835, amount: 502000	
[4/22/23 12:05PM] Received item from Kalb. Name: Coin. Id: 995, amount: 1489212	
[4/22/23 12:18PM] Gave item to Ruthie. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/22/23 12:18PM] Received item from Ruthie. Name: Tarn token. Id: 10835, amount: 710000	
[4/22/23 01:11PM] Received item from Sad. Name: Deviant Wings. Id: 21024, amount: 1	
[4/22/23 01:11PM] Received item from Sad. Name: Deviant Legs. Id: 21022, amount: 1	
[4/22/23 01:11PM] Received item from Sad. Name: Blood Body. Id: 8814, amount: 1	
[4/22/23 01:11PM] Received item from Sad. Name: Evil Helm. Id: 14325, amount: 1	
[4/22/23 02:43PM] Gave item to Like My Peep. Name: Owner's Staff. Id: 22230, amount: 1	
