[4/21/23 12:25PM] Gave item to Oblivion. Name: Vote scroll. Id: 23020, amount: 12	
[4/21/23 12:25PM] Received item from Oblivion. Name: Tarn token. Id: 10835, amount: 360000	
[4/21/23 12:46PM] Gave item to Sklz. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 01:49AM] Gave item to Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 01:49AM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 655421	
[4/22/23 03:46AM] Gave item to Kandonas. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 03:46AM] Gave item to Kandonas. Name: Tarn token. Id: 10835, amount: 700000	
[4/22/23 03:46AM] Received item from Kandonas. Name: Varth Bow. Id: 22148, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Unknown Gloves. Id: 21046, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Godly Legs. Id: 14052, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Gold Body. Id: 11184, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Rogue Legs. Id: 22125, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Maze Legs. Id: 5428, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Champion Gloves. Id: 12994, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Champion Gloves. Id: 12994, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Godly Body. Id: 14051, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Unknown Body. Id: 21043, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Unknown Legs. Id: 21044, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Emerald Body. Id: 11002, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Lust Staff. Id: 8809, amount: 1	
[4/22/23 10:29PM] Gave item to Ruthie. Name: Lust Visor. Id: 8806, amount: 1	
[4/22/23 10:29PM] Received item from Ruthie. Name: Tarn token. Id: 10835, amount: 100000	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare hammers. Id: 23033, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience gloves. Id: 23037, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare legs. Id: 23030, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience body. Id: 23035, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience bow. Id: 23039, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience bow. Id: 23039, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience gloves. Id: 23037, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience bow. Id: 23039, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience helm. Id: 23034, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare hammers. Id: 23033, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare body. Id: 23029, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare hammers. Id: 23033, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Nightmare helm. Id: 23028, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 12:12AM] Gave item to Demon. Name: Patience helm. Id: 23034, amount: 1	
[4/23/23 12:21AM] Gave item to Pandagaming. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:21AM] Gave item to Pandagaming. Name: Patience legs. Id: 23036, amount: 1	
[4/23/23 12:21AM] Gave item to Pandagaming. Name: Patience bow. Id: 23039, amount: 1	
[4/23/23 12:21AM] Gave item to Pandagaming. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:21AM] Gave item to Pandagaming. Name: Patience body. Id: 23035, amount: 1	
