[4/15/23 12:41PM] Received item from Alex. Name: Astral token. Id: 20435, amount: 1	
[4/15/23 01:03PM] Gave item to Vibes. Name: $10 Bond. Id: 23057, amount: 1	
[4/15/23 01:03PM] Received item from Vibes. Name: Tarn token. Id: 10835, amount: 15000	
[4/19/23 05:23PM] Gave item to Zshana. Name: Owner's Aura. Id: 22238, amount: 1	
[4/19/23 05:23PM] Received item from Zshana. Name: Owner's Boots. Id: 22235, amount: 1	
[4/19/23 05:36PM] Gave item to Zshana. Name: Owner's Boots. Id: 22235, amount: 1	
[4/19/23 05:36PM] Gave item to Zshana. Name: Owner's Body. Id: 22233, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Damp tinderbox. Id: 4073, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Fazula Head. Id: 4066, amount: 1	
[4/19/23 05:36PM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 5728026	
