[4/23/23 12:10PM] Received item from Tokinjoker. Name: Vote scroll. Id: 23020, amount: 9	
[4/23/23 12:10PM] Received item from Tokinjoker. Name: Super restore (4). Id: 3025, amount: 100	
[4/23/23 12:10PM] Received item from Tokinjoker. Name: $1 Scroll. Id: 10946, amount: 19	
[4/23/23 12:10PM] Received item from Tokinjoker. Name: Fury shark. Id: 17818, amount: 100	
[4/23/23 12:10PM] Received item from Tokinjoker. Name: Coin. Id: 995, amount: 1000200	
[4/23/23 12:10PM] Received item from Tokinjoker. Name: Lava bones. Id: 2023, amount: 502	
[4/26/23 02:17AM] Gave item to Beat King. Name: Executive Helm. Id: 4684, amount: 1	
[4/26/23 02:17AM] Gave item to Beat King. Name: Executive Legs. Id: 4686, amount: 1	
[4/26/23 02:17AM] Gave item to Beat King. Name: Executive Body. Id: 4685, amount: 1	
[4/26/23 02:18AM] Gave item to Beat King. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 05:03AM] Gave item to Ariana. Name: Blood Helm. Id: 8813, amount: 1	
[4/26/23 05:03AM] Gave item to Ariana. Name: Executive Body. Id: 4685, amount: 1	
[4/26/23 05:03AM] Gave item to Ariana. Name: Blood Legs. Id: 8815, amount: 1	
[4/27/23 10:50AM] Received item from Bulba. Name: $1 Scroll. Id: 10946, amount: 23	
[4/27/23 10:50AM] Received item from Bulba. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/27/23 10:50AM] Received item from Bulba. Name: Vote scroll. Id: 23020, amount: 8	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Tyrant Wings. Id: 14200, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Slayer ticket. Id: 5023, amount: 13676	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/27/23 11:17AM] Received item from Tarn Afk. Name: Slender Man Pet. Id: 20586, amount: 1	
[4/27/23 11:28AM] Gave item to Cmon Bruh. Name: Tyrant Wings. Id: 14200, amount: 1	
[4/27/23 11:28AM] Gave item to Cmon Bruh. Name: Executive Body. Id: 4685, amount: 1	
[4/27/23 11:28AM] Gave item to Cmon Bruh. Name: Executive Helm. Id: 4684, amount: 1	
