[4/16/23 12:00AM] Gave item to Ruthie. Name: Coin. Id: 995, amount: 8673637	
[4/16/23 12:00AM] Received item from Ruthie. Name: Mystic staff. Id: 23026, amount: 1	
[4/16/23 12:01AM] Received item from Ruthie. Name: Mystic book. Id: 23027, amount: 1	
[4/16/23 12:01AM] Received item from Ruthie. Name: Mystic helm. Id: 23021, amount: 1	
[4/17/23 12:23PM] Gave item to Kingrock. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 12:23PM] Received item from Kingrock. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 01:55PM] Received item from Like My Peep. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/17/23 01:55PM] Received item from Like My Peep. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 01:55PM] Received item from Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 01:55PM] Received item from Like My Peep. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 02:43PM] Gave item to Jroc. Name: Tarn token. Id: 10835, amount: 181027	
[4/17/23 02:43PM] Gave item to Jroc. Name: Vote scroll. Id: 23020, amount: 1	
[4/17/23 02:43PM] Received item from Jroc. Name: Rogue Aura. Id: 12610, amount: 1	
[4/17/23 03:17PM] Gave item to Resi. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 03:17PM] Received item from Resi. Name: Tarn token. Id: 10835, amount: 120000	
[4/17/23 05:12PM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 146695	
[4/17/23 05:12PM] Received item from Like My Peep. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:13PM] Received item from Like My Peep. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:28PM] Gave item to Mastercroz. Name: Rogue Aura. Id: 12610, amount: 1	
[4/17/23 05:28PM] Received item from Mastercroz. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 03:26AM] Gave item to Kensas. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 03:26AM] Received item from Kensas. Name: Tarn token. Id: 10835, amount: 100000	
[4/18/23 04:29AM] Gave item to Proxy. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 09:17AM] Gave item to Rhiannon. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 09:17AM] Gave item to Rhiannon. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 09:17AM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 800000	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 801230	
[4/20/23 04:36AM] Gave item to Milner. Name: Nagi Gloves. Id: 21066, amount: 1	
[4/20/23 04:36AM] Received item from Milner. Name: Tarn token. Id: 10835, amount: 500000	
[4/23/23 06:39PM] Gave item to Slayer. Name: $1 Scroll. Id: 10946, amount: 3	
[4/23/23 06:39PM] Gave item to Slayer. Name: Tarn token. Id: 10835, amount: 75589	
[4/23/23 06:39PM] Received item from Slayer. Name: Solar Staff. Id: 22135, amount: 1	
[4/23/23 06:39PM] Received item from Slayer. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 06:39PM] Received item from Slayer. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 06:39PM] Received item from Slayer. Name: Solar Hood. Id: 15645, amount: 1	
