[4/15/23 11:22AM] Gave item to Ao. Name: Vote scroll. Id: 23020, amount: 1	
[4/15/23 11:22AM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 1000	
[4/15/23 11:53AM] Gave item to Vibes. Name: Lava bones. Id: 2023, amount: 197	
[4/15/23 11:53AM] Received item from Vibes. Name: Tarn token. Id: 10835, amount: 210	
[4/15/23 12:20PM] Gave item to Dup. Name: Coin. Id: 995, amount: 5236748	
[4/15/23 12:20PM] Gave item to Dup. Name: Zinq boots. Id: 23054, amount: 1	
[4/15/23 12:20PM] Gave item to Dup. Name: Mystic boots. Id: 23025, amount: 1	
[4/15/23 12:20PM] Gave item to Dup. Name: Zinq helm. Id: 23050, amount: 1	
[4/15/23 12:20PM] Received item from Dup. Name: Collector necklace. Id: 19886, amount: 1	
[4/15/23 03:01PM] Received item from Dup. Name: Doom Legs. Id: 15933, amount: 1	
[4/15/23 03:01PM] Received item from Dup. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 01:59AM] Received item from Ruthie. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:00AM] Received item from Rks. Name: Tormented Cape. Id: 21039, amount: 1	
[4/16/23 02:03AM] Received item from Rks. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:03AM] Received item from Rks. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Antique Gloves. Id: 8819, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Inferno tokhaar-kal. Id: 18683, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Nagi Ring. Id: 21069, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Doom Legs. Id: 15933, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Patience body. Id: 23035, amount: 1	
[4/16/23 02:35AM] Gave item to Arab. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/16/23 02:38AM] Gave item to Arab. Name: Imperial Staff. Id: 18629, amount: 1	
[4/16/23 02:55AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 2087	
[4/16/23 02:56AM] Gave item to Arab. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 04:51AM] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:51AM] Received item from Rks. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:52AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 107968	
[4/16/23 05:03AM] Gave item to Arab. Name: Coin. Id: 995, amount: 1903233	
[4/16/23 05:03AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 05:03AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 05:03AM] Gave item to Arab. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 05:32AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 05:32AM] Gave item to Arab. Name: Coin. Id: 995, amount: 5113738	
[4/16/23 05:32AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 465	
[4/16/23 09:01AM] Gave item to Arab. Name: Coin. Id: 995, amount: 2264309	
[4/16/23 09:01AM] Gave item to Arab. Name: Slayer ticket. Id: 5023, amount: 109	
[4/16/23 09:01AM] Gave item to Arab. Name: Clean Marjoram. Id: 925, amount: 1	
[4/16/23 09:01AM] Gave item to Arab. Name: Clean Cardamon. Id: 789, amount: 1	
[4/16/23 09:01AM] Gave item to Arab. Name: Widow Eggs. Id: 1013, amount: 1	
[4/16/23 09:01AM] Gave item to Arab. Name: Clean Fennel. Id: 916, amount: 1	
[4/16/23 09:01AM] Gave item to Arab. Name: Spoolwood. Id: 942, amount: 1	
[4/16/23 09:01AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 09:10AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 09:11AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 09:52AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 9	
[4/16/23 09:52AM] Gave item to Arab. Name: Coin. Id: 995, amount: 27747587	
[4/16/23 09:52AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 1800	
[4/17/23 07:30AM] Gave item to Arab. Name: Coin. Id: 995, amount: 749	
[4/17/23 07:30AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 39650	
