[4/19/23 01:31AM] Received item from Zain. Name: Vote scroll. Id: 23020, amount: 10	
[4/19/23 01:36AM] Received item from Zain. Name: Vote scroll. Id: 23020, amount: 326	
[4/19/23 01:38AM] Gave item to Zain. Name: Vote scroll. Id: 23020, amount: 517	
[4/19/23 02:08AM] Received item from Zain. Name: Shinigami Sword. Id: 13333, amount: 1	
[4/19/23 02:08AM] Received item from Zain. Name: Tarn token. Id: 10835, amount: 104895	
[4/19/23 06:31PM] Received item from Olliv1125. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Executive Body. Id: 4685, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Executive Helm. Id: 4684, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Executive Helm. Id: 4684, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:34PM] Received item from Olliv1125. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 06:35PM] Received item from Olliv1125. Name: Lava bones. Id: 2023, amount: 11420	
[4/19/23 06:39PM] Received item from Olliv1125. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 06:39PM] Received item from Olliv1125. Name: Deviant Sword. Id: 21023, amount: 1	
[4/19/23 07:03PM] Received item from Olliv1125. Name: Tyrant Legs. Id: 14194, amount: 1	
[4/19/23 07:04PM] Received item from Jackal. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 07:28PM] Received item from Olliv1125. Name: Lucifer legs. Id: 22102, amount: 1	
[4/19/23 07:28PM] Received item from Olliv1125. Name: Lucifer body. Id: 22101, amount: 1	
[4/19/23 07:45PM] Gave item to Olliv1125. Name: Lava bones. Id: 2023, amount: 1	
[4/19/23 07:45PM] Received item from Olliv1125. Name: Virtuos Helm. Id: 14202, amount: 1	
[4/19/23 07:45PM] Received item from Olliv1125. Name: Adamant platebody (h5). Id: 19494, amount: 1	
[4/19/23 07:45PM] Received item from Olliv1125. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/19/23 08:00PM] Received item from Like My Peep. Name: Virtuos Boots. Id: 14303, amount: 1	
[4/19/23 08:00PM] Received item from Like My Peep. Name: Virtuos Legs. Id: 14206, amount: 1	
[4/19/23 08:00PM] Received item from Like My Peep. Name: Shinigami Body. Id: 13329, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Boots. Id: 8274, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Gloves. Id: 8273, amount: 1	
[4/19/23 08:09PM] Received item from Onlyfans. Name: Executive Cape. Id: 9939, amount: 1	
[4/19/23 08:38PM] Received item from Like My Peep. Name: Virtuos Boots. Id: 14303, amount: 1	
[4/19/23 08:38PM] Received item from Like My Peep. Name: Virtuos Legs. Id: 14206, amount: 1	
[4/19/23 08:39PM] Gave item to Jackal. Name: Virtuos Boots. Id: 14303, amount: 1	
[4/19/23 08:39PM] Gave item to Jackal. Name: Virtuos Legs. Id: 14206, amount: 1	
[4/19/23 10:03PM] Gave item to Olliv1125. Name: Fury shark. Id: 17817, amount: 1	
[4/19/23 10:03PM] Received item from Olliv1125. Name: White Helm. Id: 22163, amount: 1	
[4/20/23 12:12AM] Received item from Olliv1125. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/20/23 12:16AM] Received item from Olliv1125. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/20/23 12:16AM] Received item from Olliv1125. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/20/23 12:26AM] Received item from Olliv1125. Name: $1 Scroll. Id: 10946, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Virtuos Helm. Id: 14202, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Adamant platebody (h5). Id: 19494, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Lucifer legs. Id: 22102, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Antique Gloves. Id: 8819, amount: 1	
[4/20/23 12:38AM] Gave item to Zain. Name: Executive Boots. Id: 8274, amount: 1	
[4/20/23 02:54AM] Received item from Olliv1125. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/20/23 02:54AM] Received item from Olliv1125. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/20/23 04:21PM] Gave item to Olliv1125. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/20/23 04:21PM] Gave item to Olliv1125. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/20/23 08:08PM] Received item from Olliv1125. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/20/23 08:09PM] Received item from Olliv1125. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/20/23 08:51PM] Received item from Nobledefeat. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/20/23 09:20PM] Received item from Zshana. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 09:31PM] Gave item to Zshana. Name: Obsidian Legs. Id: 23063, amount: 1	
[4/20/23 09:31PM] Gave item to Zshana. Name: Obsidian Legs. Id: 23063, amount: 1	
[4/20/23 09:31PM] Received item from Zshana. Name: $1 Scroll. Id: 10946, amount: 22	
[4/20/23 09:39PM] Received item from Nobledefeat. Name: Elite Bow. Id: 8411, amount: 1	
[4/20/23 09:49PM] Gave item to Olliv1125. Name: Super restore (4). Id: 3024, amount: 1	
[4/20/23 09:49PM] Gave item to Olliv1125. Name: Super restore (4). Id: 3024, amount: 1	
[4/20/23 09:49PM] Gave item to Olliv1125. Name: Super restore (4). Id: 3024, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Shinigami Wings. Id: 4369, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Shinigami Body. Id: 13329, amount: 1	
[4/20/23 09:49PM] Received item from Olliv1125. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/20/23 09:50PM] Received item from Olliv1125. Name: Virtuos Helm. Id: 14202, amount: 1	
[4/20/23 09:50PM] Gave item to Olliv1125. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/20/23 09:50PM] Received item from Olliv1125. Name: Inferno's statuette. Id: 15584, amount: 1	
[4/20/23 11:41PM] Received item from Redx12. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 12:07AM] Gave item to Nobledefeat. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/21/23 12:25AM] Gave item to Zain. Name: Shinigami Body. Id: 13329, amount: 1	
[4/21/23 12:25AM] Gave item to Zain. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/21/23 12:29AM] Gave item to Zain. Name: Tyrant Wings. Id: 14200, amount: 1	
[4/21/23 12:29AM] Gave item to Zain. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 12:29AM] Gave item to Zain. Name: Maze Cape. Id: 17684, amount: 1	
[4/21/23 12:29AM] Gave item to Zain. Name: Virtuos Boots. Id: 14303, amount: 1	
[4/21/23 12:29AM] Gave item to Zain. Name: Elite Bow. Id: 8411, amount: 1	
[4/21/23 01:01AM] Gave item to Redx12. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 01:01AM] Received item from Redx12. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 01:04AM] Received item from Redx12. Name: Perfect Cell Apparatus. Id: 7545, amount: 1	
[4/21/23 01:16AM] Gave item to Zain. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 01:17AM] Gave item to Zain. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 01:50AM] Received item from Entropy. Name: $1 Scroll. Id: 10946, amount: 141	
[4/21/23 01:59AM] Received item from Like My Peep. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 01:59AM] Received item from Like My Peep. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 02:17AM] Received item from Nobledefeat. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 02:30AM] Received item from Zain. Name: Elite Bow. Id: 8411, amount: 1	
[4/21/23 02:30AM] Received item from Zain. Name: Shinigami Body. Id: 13329, amount: 1	
[4/21/23 02:30AM] Received item from Zain. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/21/23 02:30AM] Gave item to Nobledefeat. Name: Elite Bow. Id: 8411, amount: 1	
[4/21/23 02:30AM] Received item from Nobledefeat. Name: Agumon Bow. Id: 22155, amount: 1	
[4/21/23 02:30AM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 3851745	
[4/21/23 02:47AM] Received item from Like My Peep. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 02:47AM] Received item from Like My Peep. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 04:03AM] Gave item to Redx12. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/21/23 04:03AM] Received item from Redx12. Name: Tarn token. Id: 10835, amount: 1000000	
[4/21/23 04:28AM] Gave item to Nobledefeat. Name: Vote scroll. Id: 23020, amount: 30	
[4/21/23 04:28AM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 1000042	
[4/21/23 07:07AM] Gave item to Boms. Name: Lucifer head. Id: 22100, amount: 1	
[4/21/23 07:07AM] Received item from Boms. Name: Tyrant Helm. Id: 14190, amount: 1	
[4/21/23 07:15AM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 5000000	
[4/21/23 07:55AM] Gave item to Boms. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 07:55AM] Received item from Boms. Name: Tarn token. Id: 10835, amount: 3361520	
[4/21/23 07:56AM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 3460000	
[4/21/23 09:06AM] Gave item to Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/21/23 06:18PM] Received item from Onlyfans. Name: Executive Bow. Id: 5012, amount: 1	
