[4/15/23 09:15AM] Received item from Walkchaos. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Collector necklace. Id: 19886, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Tarn token. Id: 10835, amount: 20700	
[4/15/23 09:59AM] Gave item to Gpello. Name: Coin. Id: 995, amount: 94	
[4/15/23 09:59AM] Gave item to Gpello. Name: Doom Legs. Id: 15933, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Crystal. Id: 2383, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Crystal. Id: 2382, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Crystal. Id: 2381, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Crystal. Id: 2380, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/15/23 09:59AM] Gave item to Gpello. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
