[4/22/23 12:48PM] Received item from Elven. Name: Antique Bow. Id: 23144, amount: 1	
[4/22/23 12:48PM] Received item from Elven. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/22/23 12:49PM] Received item from Elven. Name: Lava bones. Id: 2023, amount: 46	
[4/22/23 01:36PM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 02:36PM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 3	
[4/23/23 12:52AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 6	
[4/23/23 03:43AM] Gave item to Elven. Name: $10 Bond. Id: 23057, amount: 1	
[4/23/23 03:43AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 18	
[4/23/23 04:34AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 10	
[4/23/23 04:34AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 07:06AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 2	
[4/23/23 07:06AM] Gave item to Elven. Name: Tarn token. Id: 10835, amount: 52478	
[4/23/23 07:06AM] Gave item to Elven. Name: Coin. Id: 995, amount: 24254120	
[4/23/23 07:58AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 09:41AM] Gave item to Elven. Name: Cursed Box. Id: 15003, amount: 1	
[4/23/23 09:41AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 7	
[4/23/23 09:41AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 09:47AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 5	
[4/23/23 09:47AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 09:50AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 14	
[4/23/23 09:51AM] Gave item to Elven. Name: Cursed Box. Id: 15003, amount: 1	
[4/23/23 09:51AM] Gave item to Elven. Name: $25 Bond. Id: 23058, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:03AM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 5	
[4/23/23 10:56AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 11:49AM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 12:10PM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 15	
[4/23/23 12:10PM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 12:13PM] Received item from Elven. Name: Vote scroll. Id: 23020, amount: 26	
[4/23/23 12:13PM] Gave item to Elven. Name: $25 Bond. Id: 23058, amount: 2	
[4/23/23 12:13PM] Gave item to Elven. Name: Gracious Box. Id: 15002, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: $1 Scroll. Id: 10946, amount: 2	
[4/23/23 12:52PM] Gave item to Elven. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 12:52PM] Gave item to Elven. Name: Transfer Crystal. Id: 8788, amount: 1	
