[4/16/23 01:47PM] Gave item to Suh. Name: Owner's Boots. Id: 22235, amount: 1	
[4/16/23 01:49PM] Received item from Suh. Name: Collector necklace II. Id: 19888, amount: 1	
[4/16/23 01:49PM] Received item from Suh. Name: Rogue Body. Id: 17596, amount: 1	
[4/17/23 01:37PM] Received item from Suh. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 01:43PM] Received item from Suh. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 01:43PM] Received item from Suh. Name: Soldier Sword. Id: 23079, amount: 1	
[4/17/23 02:11PM] Received item from Suh. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 12:48AM] Gave item to Time. Name: Tarn token. Id: 10835, amount: 200000	
[4/18/23 12:48AM] Received item from Time. Name: $1 Scroll. Id: 10946, amount: 10	
[4/18/23 01:46AM] Gave item to Time. Name: Tarn token. Id: 10835, amount: 40000	
[4/18/23 01:46AM] Received item from Time. Name: $1 Scroll. Id: 10946, amount: 2	
[4/18/23 01:50AM] Gave item to Time. Name: Tarn token. Id: 10835, amount: 200000	
[4/18/23 01:50AM] Received item from Time. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 03:41AM] Gave item to Rhiannon. Name: Groudon Aura. Id: 15448, amount: 1	
[4/18/23 03:41AM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 507411	
[4/18/23 03:41AM] Received item from Rhiannon. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 11:35AM] Gave item to Duke. Name: Tarn token. Id: 10835, amount: 400000	
[4/18/23 11:35AM] Received item from Duke. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 11:36AM] Gave item to Moist. Name: Tarn token. Id: 10835, amount: 720000	
[4/18/23 11:36AM] Received item from Moist. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 11:36AM] Received item from Moist. Name: $1 Scroll. Id: 10946, amount: 8	
[4/18/23 12:20PM] Gave item to Divine. Name: Tarn token. Id: 10835, amount: 550000	
[4/18/23 12:20PM] Received item from Divine. Name: $1 Scroll. Id: 10946, amount: 12	
[4/19/23 02:03AM] Gave item to Ruthie. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/19/23 02:07AM] Gave item to Ruthie. Name: Exode Sword. Id: 22072, amount: 1	
[4/19/23 06:48AM] Gave item to Onlyfans. Name: Owner's Legs. Id: 22234, amount: 1	
[4/19/23 06:49AM] Gave item to Onlyfans. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/19/23 06:49AM] Gave item to Onlyfans. Name: Antique Bow. Id: 23144, amount: 1	
[4/19/23 06:49AM] Gave item to Onlyfans. Name: Groudon Shield. Id: 13964, amount: 1	
[4/19/23 06:49AM] Gave item to Onlyfans. Name: Owner's cape. Id: 7995, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:50AM] Gave item to Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Rogue Body. Id: 17596, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Collector necklace II. Id: 19888, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Inferno's statuette. Id: 15584, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Lucifer boots. Id: 22103, amount: 1	
[4/19/23 06:51AM] Gave item to Onlyfans. Name: Aberrant Gloves. Id: 11140, amount: 1	
