[4/23/23 05:16AM] Received item from Nicolly. Name: Coin. Id: 995, amount: 17739753	
[4/23/23 05:16AM] Received item from Nicolly. Name: Tarn token. Id: 10835, amount: 189307	
[4/23/23 05:16AM] Received item from Nicolly. Name: Lava bones. Id: 2023, amount: 2662	
[4/23/23 05:16AM] Received item from Nicolly. Name: Antique Staff. Id: 23145, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Aberrant Gloves. Id: 11140, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Nagi Cape. Id: 21071, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Inferno Shield. Id: 13306, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Nagi Boots. Id: 21067, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Super restore (4). Id: 3025, amount: 81	
[4/23/23 05:16AM] Received item from Nicolly. Name: Emerald Coif. Id: 11001, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Emerald Body. Id: 11002, amount: 1	
[4/23/23 05:16AM] Received item from Nicolly. Name: Super restore (4). Id: 3024, amount: 1	
[4/23/23 05:43AM] Received item from Onlyfans. Name: Dragonite Pet. Id: 19483, amount: 1	
[4/23/23 05:43AM] Received item from Onlyfans. Name: Gladiator Cape. Id: 15100, amount: 1	
[4/23/23 05:43AM] Received item from Onlyfans. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 05:43AM] Received item from Onlyfans. Name: Lava bones. Id: 2023, amount: 17745	
[4/23/23 05:43AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 887094	
[4/23/23 06:18AM] Received item from Onlyfans. Name: Demon Bow. Id: 22134, amount: 1	
