[4/19/23 12:06PM] Received item from Wr3ckedyou. Name: Progressive Box [T1]. Id: 10025, amount: 1	
[4/19/23 12:12PM] Received item from Proxy. Name: Zinq helm. Id: 23050, amount: 1	
[4/19/23 12:12PM] Received item from Proxy. Name: Revenant whip. Id: 18011, amount: 1	
[4/19/23 12:12PM] Received item from Proxy. Name: Aberrant Amulet. Id: 19892, amount: 1	
[4/19/23 01:25PM] Received item from Proxy. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 04:19PM] Gave item to Proxy. Name: Aberrant Body. Id: 20593, amount: 1	
[4/19/23 04:19PM] Received item from Proxy. Name: Nightmare body. Id: 23029, amount: 1	
[4/19/23 04:42PM] Gave item to Proxy. Name: Sinful Top. Id: 14732, amount: 1	
[4/19/23 08:29PM] Received item from Proxy. Name: Rogue Aura. Id: 12610, amount: 1	
[4/20/23 08:49PM] Received item from Proxy. Name: Revenant Legs. Id: 18003, amount: 1	
[4/20/23 08:49PM] Received item from Proxy. Name: Imperial ring. Id: 20093, amount: 1	
[4/20/23 08:49PM] Received item from Proxy. Name: Imperial gloves. Id: 20091, amount: 1	
