[4/19/23 07:50PM] Received item from Olliv1125. Name: Lucifer legs. Id: 22102, amount: 1	
[4/19/23 07:50PM] Received item from Olliv1125. Name: Lucifer body. Id: 22101, amount: 1	
[4/19/23 07:50PM] Received item from Olliv1125. Name: Virtuos Helm. Id: 14202, amount: 1	
[4/19/23 07:50PM] Received item from Olliv1125. Name: Adamant platebody (h5). Id: 19494, amount: 1	
[4/19/23 07:50PM] Received item from Olliv1125. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/20/23 10:33AM] Gave item to Asquad. Name: $1 Scroll. Id: 10946, amount: 17	
[4/20/23 10:33AM] Gave item to Asquad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 12:23PM] Gave item to Asquad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 12:23PM] Gave item to Asquad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/26/23 03:50AM] Received item from Asquad. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Aura (T6). Id: 23049, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Fazula Gloves. Id: 4070, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Black Goku Body. Id: 14446, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Owner's Wings. Id: 22237, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Soldier Lance. Id: 5730, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Owner's Boots. Id: 22235, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Black Goku Head. Id: 14440, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Collector necklace II. Id: 19888, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Agumon Aura. Id: 22160, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/26/23 03:50AM] Received item from Asquad. Name: Tarn token. Id: 10835, amount: 15846347	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Pet. Id: 4073, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Pet. Id: 4073, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Lucifer legs. Id: 22102, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Legs. Id: 4068, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Fazula Legs. Id: 4068, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/26/23 03:51AM] Received item from Asquad. Name: Counter Token. Id: 13650, amount: 1390	
[4/26/23 05:44AM] Gave item to Asquad. Name: Black Goku Body. Id: 14446, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Aura (T6). Id: 23049, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Gloves. Id: 4070, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Soldier Lance. Id: 5730, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Owner's Wings. Id: 22237, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Owner's Boots. Id: 22235, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Black Goku Head. Id: 14440, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Pet. Id: 4073, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Collector necklace II. Id: 19888, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Pet. Id: 4073, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Legs. Id: 4068, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Fazula Legs. Id: 4068, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Agumon Aura. Id: 22160, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Lucifer legs. Id: 22102, amount: 1	
[4/26/23 05:44AM] Gave item to Asquad. Name: Tarn token. Id: 10835, amount: 15846422	
[4/26/23 05:44AM] Gave item to Asquad. Name: Counter Token. Id: 13650, amount: 1390	
