[4/20/23 04:56PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:56PM] Gave item to Ainokea. Name: Fury shark. Id: 17818, amount: 100	
[4/20/23 04:56PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 1000000	
[4/20/23 04:56PM] Gave item to Ainokea. Name: Super restore (4). Id: 3025, amount: 100	
[4/21/23 11:46PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:37AM] Gave item to Ainokea. Name: $25 Bond. Id: 23058, amount: 1	
[4/22/23 04:37AM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 1	
[4/22/23 04:37AM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 6591654	
[4/22/23 05:38AM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 2	
[4/22/23 05:38AM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 2325690	
[4/22/23 05:38AM] Gave item to Ainokea. Name: Lava bones. Id: 2023, amount: 515	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant whip. Id: 18011, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant Body. Id: 18001, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant Wings. Id: 18005, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant Boots. Id: 18009, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant Legs. Id: 18003, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Revenant Helm. Id: 17999, amount: 1	
[4/22/23 05:38AM] Received item from Ainokea. Name: Lava bones. Id: 2023, amount: 365	
[4/22/23 05:39AM] Received item from Ainokea. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/22/23 05:53AM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 05:53AM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 07:38AM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 6	
[4/22/23 07:38AM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 03:54PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 03:54PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 14504886	
[4/22/23 04:12PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:12PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 1372496	
[4/22/23 04:39PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 04:39PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 6600463	
[4/22/23 04:39PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 07:44PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 07:44PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 07:44PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 9332405	
[4/22/23 09:35PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 09:35PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 8919578	
[4/22/23 09:55PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 09:55PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:11PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 11:11PM] Gave item to Ainokea. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:38PM] Gave item to Ainokea. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 11:38PM] Gave item to Ainokea. Name: Coin. Id: 995, amount: 8396666	
