[4/15/23 09:53PM] Gave item to A Fatality. Name: Tarn token. Id: 10835, amount: 20000	
[4/15/23 09:53PM] Received item from A Fatality. Name: Collector necklace. Id: 19886, amount: 1	
[4/15/23 09:59PM] Received item from Gpello. Name: Lava bones. Id: 2023, amount: 200	
[4/15/23 10:44PM] Gave item to Xenon. Name: Tarn token. Id: 10835, amount: 20000	
[4/15/23 10:44PM] Received item from Xenon. Name: Antique Body. Id: 8817, amount: 1	
[4/16/23 02:01AM] Received item from Rks. Name: Tormented Sword. Id: 21048, amount: 1	
[4/16/23 05:17PM] Gave item to Drshizznitt. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 05:17PM] Received item from Drshizznitt. Name: Tarn token. Id: 10835, amount: 5000	
[4/16/23 05:27PM] Gave item to Liam. Name: Antique Staff. Id: 23145, amount: 1	
[4/16/23 05:27PM] Received item from Liam. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:06PM] Gave item to Drshizznitt. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:06PM] Received item from Drshizznitt. Name: Tarn token. Id: 10835, amount: 52118	
[4/16/23 07:01PM] Gave item to Ruthie. Name: Godly Cape. Id: 1485, amount: 1	
[4/16/23 07:01PM] Gave item to Ruthie. Name: Godly Cape. Id: 1485, amount: 1	
[4/16/23 07:01PM] Gave item to Ruthie. Name: Lust Poncho. Id: 8807, amount: 1	
[4/16/23 07:01PM] Gave item to Ruthie. Name: Lust Poncho. Id: 8807, amount: 1	
[4/16/23 07:32PM] Gave item to Beef Supreme. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/16/23 07:32PM] Received item from Beef Supreme. Name: Tarn token. Id: 10835, amount: 100000	
[4/16/23 07:34PM] Gave item to Veraces. Name: Maze Body. Id: 5422, amount: 1	
[4/16/23 07:34PM] Gave item to Veraces. Name: Antique Legs. Id: 8818, amount: 1	
[4/16/23 07:34PM] Gave item to Veraces. Name: Antique Staff. Id: 23145, amount: 1	
[4/16/23 07:34PM] Gave item to Veraces. Name: Unknown Gloves. Id: 21046, amount: 1	
[4/16/23 07:34PM] Gave item to Veraces. Name: Sinful Hat. Id: 14733, amount: 1	
[4/16/23 07:47PM] Gave item to Ra. Name: Tarn token. Id: 10835, amount: 35000	
[4/16/23 07:47PM] Received item from Ra. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 07:50PM] Gave item to Zaryte. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/16/23 07:50PM] Received item from Zaryte. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 08:03PM] Gave item to Okmante. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 08:03PM] Received item from Okmante. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 08:47PM] Gave item to Onlyfans. Name: Saint Body. Id: 21029, amount: 1	
[4/16/23 08:47PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 174783	
[4/16/23 11:06PM] Gave item to Slayer. Name: Executive Bow. Id: 5012, amount: 1	
[4/16/23 11:06PM] Received item from Slayer. Name: Tarn token. Id: 10835, amount: 500000	
[4/17/23 08:29AM] Gave item to Oblivion. Name: Tarn token. Id: 10835, amount: 70000	
[4/17/23 08:29AM] Received item from Oblivion. Name: Vote scroll. Id: 23020, amount: 7	
[4/18/23 02:06AM] Gave item to Liam. Name: Tarn token. Id: 10835, amount: 40000	
[4/18/23 02:06AM] Received item from Liam. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 02:44AM] Gave item to Liam. Name: Tarn token. Id: 10835, amount: 25000	
[4/18/23 02:44AM] Received item from Liam. Name: Vote scroll. Id: 23020, amount: 1	
[4/18/23 02:49AM] Gave item to Frog. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 02:49AM] Received item from Frog. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/18/23 02:58AM] Gave item to Payne. Name: Maze Maul. Id: 17710, amount: 1	
[4/18/23 02:58AM] Gave item to Payne. Name: Tormented Shield. Id: 21049, amount: 1	
[4/18/23 02:58AM] Gave item to Payne. Name: Lust Poncho. Id: 8807, amount: 1	
[4/18/23 02:58AM] Gave item to Payne. Name: Sacred Legs. Id: 23136, amount: 1	
[4/18/23 03:22AM] Gave item to Ainokea. Name: Malvek Legs. Id: 19158, amount: 1	
[4/18/23 04:59AM] Gave item to Shockr. Name: Executive Bow. Id: 5012, amount: 1	
[4/18/23 04:59AM] Received item from Shockr. Name: Tarn token. Id: 10835, amount: 550113	
[4/18/23 09:28AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 1633733	
[4/18/23 09:28AM] Received item from Onlyfans. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 11:45PM] Gave item to K8. Name: Lucifer body. Id: 22101, amount: 1	
[4/18/23 11:45PM] Received item from K8. Name: Tarn token. Id: 10835, amount: 209123	
[4/18/23 11:46PM] Gave item to Dopa Afk. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 12:21AM] Gave item to Lucky. Name: Collector ring. Id: 4446, amount: 1	
[4/19/23 12:23AM] Gave item to Kurdish. Name: Gold Gloves. Id: 11181, amount: 1	
[4/19/23 12:23AM] Gave item to Kurdish. Name: Forsaken Legs. Id: 14912, amount: 1	
[4/19/23 12:23AM] Gave item to Kurdish. Name: Antique Helm. Id: 8816, amount: 1	
[4/19/23 12:23AM] Gave item to Kurdish. Name: Antique Body. Id: 8817, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Owner's cape. Id: 7995, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/19/23 12:50PM] Received item from Alex. Name: $250 Bond. Id: 23060, amount: 1	
[4/19/23 12:51PM] Received item from Alex. Name: Tarn token. Id: 10835, amount: 3000000	
[4/19/23 11:04PM] Received item from Dopa Afk. Name: Lava bones. Id: 2023, amount: 10000	
[4/20/23 12:00AM] Gave item to A Fatality. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 12:00AM] Received item from A Fatality. Name: Tarn token. Id: 10835, amount: 650000	
[4/20/23 12:15AM] Gave item to Loonasee. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:27AM] Gave item to Loonasee. Name: Coin. Id: 995, amount: 166375170	
[4/20/23 12:27AM] Received item from Loonasee. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 12:27AM] Received item from Loonasee. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 12:27AM] Received item from Loonasee. Name: Antique Gloves. Id: 8819, amount: 1	
[4/20/23 12:27AM] Received item from Loonasee. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/20/23 12:33AM] Gave item to Loonasee. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/20/23 12:33AM] Received item from Loonasee. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/20/23 12:36AM] Gave item to Loonasee. Name: Tarn token. Id: 10835, amount: 500000	
[4/20/23 12:36AM] Received item from Loonasee. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:36AM] Received item from Loonasee. Name: Emerald Body. Id: 11002, amount: 1	
[4/20/23 12:54AM] Gave item to Nervus. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:59AM] Gave item to Tuggy. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/20/23 03:30AM] Received item from Loonasee. Name: Anchor (Special). Id: 10887, amount: 1	
[4/20/23 03:30AM] Gave item to Loonasee. Name: Anchor (Special). Id: 10887, amount: 1	
[4/20/23 03:31AM] Gave item to Odin. Name: Antique Gloves. Id: 8819, amount: 1	
[4/20/23 03:41AM] Gave item to Like My Peep. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 03:41AM] Received item from Like My Peep. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 03:58AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 285631	
[4/20/23 03:58AM] Received item from Kinda Savage. Name: Vote scroll. Id: 23020, amount: 12	
[4/20/23 04:03AM] Gave item to Tempest. Name: Lava bones. Id: 2023, amount: 13000	
[4/20/23 07:37AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 450000	
[4/20/23 08:25AM] Gave item to Boterkoek. Name: Sovereignty prayer scroll. Id: 23169, amount: 1	
[4/20/23 08:25AM] Received item from Boterkoek. Name: Tarn token. Id: 10835, amount: 2000000	
[4/21/23 05:25PM] Gave item to Suh. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/21/23 05:25PM] Received item from Suh. Name: Saiyan God Body. Id: 22130, amount: 1	
[4/21/23 08:23PM] Gave item to Loonasee. Name: Tarn token. Id: 10835, amount: 3000000	
[4/21/23 08:23PM] Received item from Loonasee. Name: $1 Scroll. Id: 10946, amount: 59	
[4/21/23 10:32PM] Gave item to New Acc. Name: Starter Gloves. Id: 19946, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Varth Boots. Id: 22149, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Owner's cape. Id: 7995, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Demon Bow. Id: 22134, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Saiyan God Body. Id: 22130, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Collector necklace. Id: 19886, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Lava bones. Id: 2023, amount: 560	
[4/21/23 10:32PM] Gave item to New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Coin. Id: 995, amount: 426179451	
[4/21/23 10:32PM] Gave item to New Acc. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: Tarn token. Id: 10835, amount: 1848888	
[4/21/23 10:32PM] Gave item to New Acc. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/21/23 10:32PM] Gave item to New Acc. Name: $1 Scroll. Id: 10946, amount: 64	
[4/21/23 10:32PM] Received item from New Acc. Name: Starter Cannon. Id: 22083, amount: 1	
[4/21/23 10:32PM] Received item from New Acc. Name: Starter Staff. Id: 22092, amount: 1	
[4/21/23 10:46PM] Gave item to New Acc. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 10:46PM] Gave item to New Acc. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 10:46PM] Gave item to New Acc. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 10:46PM] Gave item to New Acc. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 10:46PM] Gave item to New Acc. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 10:52PM] Gave item to New Acc. Name: Starter Staff. Id: 22092, amount: 1	
[4/23/23 08:42AM] Gave item to New Acc. Name: Starter Cannon. Id: 22083, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: $10 Bond. Id: 23057, amount: 2	
[4/23/23 08:42AM] Received item from New Acc. Name: Starter Gloves. Id: 19946, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: $25 Bond. Id: 23058, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Saiyan God Body. Id: 22130, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Aura (T6). Id: 23049, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Varth Boots. Id: 22149, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Groudon Shield. Id: 13964, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Godly Legs. Id: 14052, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Owner's cape. Id: 7995, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Lili Aura. Id: 22142, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Demon Bow. Id: 22134, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: $1 Scroll. Id: 10946, amount: 28	
[4/23/23 08:42AM] Received item from New Acc. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/23/23 08:42AM] Received item from New Acc. Name: Tarn token. Id: 10835, amount: 2552609	
[4/23/23 08:42AM] Received item from New Acc. Name: Coin. Id: 995, amount: 22533297	
[4/23/23 08:45AM] Received item from Just Kirbs. Name: Lava bones. Id: 2023, amount: 8155	
[4/23/23 09:41AM] Gave item to New Acc. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 09:42AM] Received item from New Acc. Name: $25 Bond. Id: 23058, amount: 1	
[4/23/23 09:42AM] Received item from New Acc. Name: Cursed Box. Id: 15003, amount: 1	
[4/23/23 09:42AM] Received item from New Acc. Name: Coin. Id: 995, amount: 4500000	
