[4/16/23 03:11AM] Received item from 666 Coins. Name: Lava bones. Id: 2023, amount: 800	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Patience bow. Id: 23039, amount: 1	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Revenant Legs. Id: 18003, amount: 1	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Patience boots. Id: 23038, amount: 1	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Patience gloves. Id: 23037, amount: 1	
[4/16/23 03:11AM] Received item from 666 Coins. Name: Revenant Helm. Id: 17999, amount: 1	
[4/16/23 04:47AM] Received item from 666 Coins. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/16/23 04:47AM] Received item from 666 Coins. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 04:47AM] Received item from 666 Coins. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 04:47AM] Received item from 666 Coins. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 04:47AM] Received item from 666 Coins. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 04:49AM] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:49AM] Received item from Rks. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 04:50AM] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:50AM] Received item from Rks. Name: Tarn token. Id: 10835, amount: 60000	
[4/17/23 08:42AM] Received item from Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 09:38AM] Received item from Coke. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/17/23 10:51AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 10:53AM] Received item from Afk1. Name: Rogue Legs. Id: 22125, amount: 1	
[4/17/23 10:53AM] Received item from Afk1. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/17/23 11:00AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 12:08PM] Received item from Fpk Merk. Name: Adamant platebody (h3). Id: 19488, amount: 1	
[4/18/23 07:40AM] Gave item to Boterkoek. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 07:40AM] Gave item to Boterkoek. Name: Tarn token. Id: 10835, amount: 475000	
[4/18/23 07:40AM] Received item from Boterkoek. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 08:14AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 08:14AM] Received item from Onlyfans. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 08:43AM] Received item from Like My Peep. Name: Aura (T6). Id: 23049, amount: 1	
[4/18/23 08:50AM] Received item from Onlyfans. Name: Lili Body. Id: 22137, amount: 1	
[4/19/23 08:15AM] Gave item to Zshana. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 08:52AM] Gave item to Onlyfans. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 08:52AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 750000	
