[4/16/23 01:41AM] Received item from Ruthie. Name: Aberrant Amulet. Id: 19892, amount: 1	
[4/16/23 01:41AM] Received item from Ruthie. Name: Doom Body. Id: 16021, amount: 1	
[4/16/23 01:41AM] Received item from Ruthie. Name: Patience helm. Id: 23034, amount: 1	
[4/16/23 01:41AM] Received item from Ruthie. Name: Patience legs. Id: 23036, amount: 1	
[4/16/23 01:44AM] Gave item to Ruthie. Name: Coin. Id: 995, amount: 150900	
[4/16/23 01:44AM] Received item from Ruthie. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 01:44AM] Received item from Ruthie. Name: Sinful Hat. Id: 14733, amount: 1	
[4/16/23 01:44AM] Received item from Ruthie. Name: Revenant Legs. Id: 18003, amount: 1	
[4/16/23 07:55AM] Received item from Tarnow. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 07:55AM] Received item from Tarnow. Name: Lava bones. Id: 2023, amount: 139	
[4/16/23 08:09AM] Received item from Tarnow. Name: Lava bones. Id: 2023, amount: 2615	
[4/18/23 07:29AM] Received item from Ruthie. Name: Mystic book. Id: 23027, amount: 1	
[4/18/23 07:29AM] Received item from Ruthie. Name: Inferno Boots. Id: 13305, amount: 1	
[4/18/23 07:29AM] Received item from Ruthie. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 07:40AM] Received item from Ruthie. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 07:40AM] Received item from Ruthie. Name: Rogue Legs. Id: 22125, amount: 1	
[4/18/23 07:45AM] Gave item to Tarnow. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 07:45AM] Gave item to Tarnow. Name: Rogue Legs. Id: 22125, amount: 1	
[4/18/23 07:45AM] Received item from Tarnow. Name: Titan Chaps. Id: 8805, amount: 1	
[4/18/23 07:45AM] Received item from Tarnow. Name: Godly Bow. Id: 21018, amount: 1	
[4/18/23 08:09AM] Gave item to Slayer. Name: Vote scroll. Id: 23020, amount: 5	
[4/18/23 08:09AM] Received item from Slayer. Name: Tarn token. Id: 10835, amount: 96051	
[4/20/23 09:46AM] Gave item to Tarnow. Name: Vote scroll. Id: 23020, amount: 1	
[4/20/23 09:46AM] Gave item to Tarnow. Name: Slayer ticket. Id: 5023, amount: 353	
[4/20/23 09:46AM] Gave item to Tarnow. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 09:46AM] Received item from Tarnow. Name: Tarn token. Id: 10835, amount: 60500	
[4/20/23 09:52AM] Received item from Tarnow. Name: Tarn token. Id: 10835, amount: 52021	
[4/21/23 05:02AM] Received item from Tarnow. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 05:06AM] Gave item to Tarnow. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 04:20AM] Received item from Tarnow. Name: Malvek Katana. Id: 14018, amount: 1	
[4/22/23 04:20AM] Received item from Tarnow. Name: Titan Body. Id: 8804, amount: 1	
[4/22/23 04:20AM] Received item from Tarnow. Name: Nagi Cape. Id: 21071, amount: 1	
[4/22/23 10:07PM] Gave item to Tarnow. Name: Tarn token. Id: 10835, amount: 175908	
[4/22/23 10:07PM] Gave item to Tarnow. Name: None. Id: 22228, amount: 1	
