[4/15/23 03:47AM] Gave item to Dfk. Name: Revenant whip. Id: 18011, amount: 1	
[4/15/23 03:47AM] Gave item to Dfk. Name: Revenant Legs. Id: 18003, amount: 1	
[4/15/23 03:47AM] Gave item to Dfk. Name: Revenant Body. Id: 18001, amount: 1	
[4/15/23 03:47AM] Gave item to Dfk. Name: Revenant Wings. Id: 18005, amount: 1	
[4/15/23 08:24AM] Received item from Walkchaos. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 02:16PM] Gave item to Boterkoek. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/15/23 02:16PM] Gave item to Boterkoek. Name: Inferno Helm. Id: 13300, amount: 1	
[4/15/23 02:16PM] Gave item to Boterkoek. Name: Inferno Blade. Id: 20542, amount: 1	
[4/15/23 02:16PM] Gave item to Xenon. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/15/23 02:16PM] Gave item to Xenon. Name: Inferno Shield. Id: 13306, amount: 1	
[4/15/23 02:16PM] Gave item to Xenon. Name: Inferno tokhaar-kal. Id: 18683, amount: 1	
[4/15/23 02:16PM] Gave item to Xenon. Name: Inferno Legs. Id: 13304, amount: 1	
[4/15/23 02:16PM] Gave item to Xenon. Name: Aberrant Head. Id: 20592, amount: 1	
[4/16/23 12:28AM] Gave item to Ruthie. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 12:28AM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 220000	
[4/16/23 12:28AM] Received item from Ruthie. Name: Vote scroll. Id: 23020, amount: 10	
[4/16/23 12:30AM] Gave item to Tarnow. Name: Tarn token. Id: 10835, amount: 250000	
[4/16/23 12:30AM] Received item from Tarnow. Name: Vote scroll. Id: 23020, amount: 11	
[4/16/23 01:13AM] Gave item to Tew. Name: Inferno Body. Id: 13301, amount: 1	
[4/16/23 01:13AM] Gave item to Tew. Name: Antique Gloves. Id: 8819, amount: 1	
[4/16/23 01:13AM] Gave item to Tew. Name: Antique Legs. Id: 8818, amount: 1	
[4/16/23 01:13AM] Gave item to Tew. Name: Antique Sword. Id: 23146, amount: 1	
[4/16/23 01:13AM] Received item from Tew. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/16/23 01:55AM] Gave item to 666 Coins. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 01:56AM] Gave item to Ruthie. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 01:57AM] Gave item to Alakazam. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 01:57AM] Gave item to Alakazam. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 01:57AM] Gave item to Alakazam. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 01:57AM] Gave item to Alakazam. Name: Sinful Boots. Id: 10865, amount: 1	
[4/16/23 01:58AM] Gave item to Boterkoek. Name: Maze Legs. Id: 5428, amount: 1	
[4/16/23 01:58AM] Gave item to Boterkoek. Name: Doom Body. Id: 16021, amount: 1	
[4/16/23 01:58AM] Gave item to Boterkoek. Name: Antique Gloves. Id: 8819, amount: 1	
[4/16/23 02:00AM] Gave item to Alakazam. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 02:00AM] Gave item to Mad. Name: Tormented Cape. Id: 21039, amount: 1	
[4/16/23 02:01AM] Gave item to Immortal. Name: Tormented Sword. Id: 21048, amount: 1	
[4/16/23 02:01AM] Gave item to Ruthie. Name: Tormented Boots. Id: 21041, amount: 1	
[4/16/23 02:01AM] Gave item to 666 Coins. Name: Tormented Body. Id: 21037, amount: 1	
[4/16/23 02:01AM] Received item from 666 Coins. Name: Fury shark. Id: 17817, amount: 1	
[4/16/23 02:02AM] Gave item to Englishboss. Name: Sacred Scythe. Id: 17664, amount: 1	
[4/16/23 02:02AM] Gave item to Slayer. Name: Antique Body. Id: 8817, amount: 1	
[4/16/23 02:02AM] Gave item to Killajeffa. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/16/23 02:02AM] Gave item to Doppelganger. Name: Sacred Body. Id: 23135, amount: 1	
[4/16/23 02:03AM] Gave item to Tarnow. Name: Tormented Helm. Id: 21036, amount: 1	
[4/16/23 02:03AM] Gave item to Ruthie. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 02:03AM] Gave item to Mad. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:03AM] Gave item to Mad. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:05AM] Gave item to Ruthie. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/16/23 02:05AM] Gave item to Ruthie. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/16/23 02:05AM] Gave item to Ruthie. Name: Sacred Legs. Id: 23136, amount: 1	
[4/16/23 02:05AM] Gave item to Ruthie. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/16/23 02:05AM] Gave item to Ruthie. Name: Forsaken Gloves. Id: 14913, amount: 1	
[4/16/23 04:49AM] Gave item to Kebab. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 04:49AM] Received item from Kebab. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:50AM] Gave item to Kebab. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:50AM] Received item from Kebab. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:51AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 04:51AM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 04:51AM] Gave item to Mad. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:51AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 05:18AM] Gave item to Mike. Name: Tarn token. Id: 10835, amount: 180342	
[4/16/23 05:18AM] Received item from Mike. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 05:19AM] Gave item to Frailty. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 05:19AM] Received item from Frailty. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 05:21AM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 66000	
[4/16/23 05:21AM] Received item from Ruthie. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 06:00AM] Gave item to Kriipz. Name: Tarn token. Id: 10835, amount: 80610	
[4/16/23 06:00AM] Received item from Kriipz. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 06:01AM] Gave item to Esso. Name: Tarn token. Id: 10835, amount: 115000	
[4/16/23 06:01AM] Received item from Esso. Name: Vote scroll. Id: 23020, amount: 5	
[4/16/23 06:14AM] Gave item to Shaxx. Name: Tarn token. Id: 10835, amount: 65700	
[4/16/23 06:14AM] Received item from Shaxx. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 01:32PM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 700000	
[4/16/23 01:32PM] Received item from Dup. Name: Vote scroll. Id: 23020, amount: 69	
[4/16/23 01:53PM] Gave item to Eden. Name: Mystic staff. Id: 23026, amount: 1	
[4/16/23 01:53PM] Gave item to Eden. Name: Mystic legs. Id: 23023, amount: 1	
[4/16/23 01:53PM] Gave item to Eden. Name: Mystic helm. Id: 23021, amount: 1	
[4/16/23 01:53PM] Gave item to Eden. Name: Mystic gloves. Id: 23024, amount: 1	
[4/16/23 02:04PM] Gave item to Eden. Name: Zinq sword. Id: 23055, amount: 1	
[4/17/23 12:31AM] Gave item to Slayer. Name: Saint Legs. Id: 21030, amount: 1	
[4/19/23 12:29AM] Gave item to Entropy. Name: $1 Scroll. Id: 10946, amount: 30	
[4/19/23 12:29AM] Gave item to Entropy. Name: $10 Bond. Id: 23057, amount: 30	
[4/19/23 12:29AM] Gave item to Entropy. Name: Vote scroll. Id: 23020, amount: 40	
[4/19/23 12:30AM] Gave item to Icy. Name: $1 Scroll. Id: 10946, amount: 50	
[4/19/23 12:30AM] Gave item to Icy. Name: $10 Bond. Id: 23057, amount: 45	
[4/19/23 12:30AM] Gave item to Icy. Name: Vote scroll. Id: 23020, amount: 30	
[4/19/23 12:34AM] Gave item to Lucky. Name: Tarn token. Id: 10835, amount: 56646094	
[4/19/23 10:38AM] Received item from Suh. Name: Rogue Sword. Id: 22127, amount: 1	
[4/19/23 10:39AM] Gave item to Suh. Name: Rogue Sword. Id: 22127, amount: 1	
[4/19/23 10:40AM] Received item from Suh. Name: Slayer ticket. Id: 5023, amount: 1	
[4/19/23 10:41AM] Gave item to Suh. Name: Slayer ticket. Id: 5023, amount: 1	
