[4/15/23 06:06PM] Gave item to Onlyfans. Name: Fury shark. Id: 17818, amount: 100	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 999	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: PvM Casket. Id: 2736, amount: 5	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: Lava bones. Id: 2023, amount: 150	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: DMG Potion (Godly). Id: 3092, amount: 1	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: DR Potion (Divine). Id: 3088, amount: 1	
[4/15/23 06:06PM] Gave item to Onlyfans. Name: AFK ticket. Id: 5020, amount: 87390	
[4/17/23 05:51AM] Received item from Onlyfans. Name: Patience bow. Id: 23039, amount: 1	
[4/17/23 05:51AM] Received item from Onlyfans. Name: Patience gloves. Id: 23037, amount: 1	
[4/17/23 05:51AM] Received item from Onlyfans. Name: Aberrant Cape. Id: 4367, amount: 1	
[4/17/23 05:51AM] Received item from Onlyfans. Name: Patience boots. Id: 23038, amount: 1	
[4/17/23 05:51AM] Received item from Onlyfans. Name: Revenant Legs. Id: 18003, amount: 1	
[4/17/23 05:52AM] Gave item to Onlyfans. Name: AFK ticket. Id: 5020, amount: 292150	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 05:52AM] Received item from Onlyfans. Name: Fury shark. Id: 17817, amount: 1	
[4/17/23 06:43AM] Gave item to Onlyfans. Name: Coin. Id: 995, amount: 13298179	
[4/17/23 06:43AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 3447	
[4/17/23 06:45AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 100000	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Patience gloves. Id: 23037, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Aberrant Cape. Id: 4367, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Revenant Legs. Id: 18003, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Patience bow. Id: 23039, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Patience boots. Id: 23038, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Starter Ring. Id: 23091, amount: 1	
[4/17/23 06:46AM] Gave item to Onlyfans. Name: Lava bones. Id: 2023, amount: 2245	
[4/17/23 11:13AM] Gave item to Onlyfans. Name: AFK ticket. Id: 5020, amount: 35920	
