[4/16/23 02:35AM] Received item from Mad. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Antique Gloves. Id: 8819, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Inferno tokhaar-kal. Id: 18683, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Nagi Ring. Id: 21069, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Doom Legs. Id: 15933, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Patience body. Id: 23035, amount: 1	
[4/16/23 02:35AM] Received item from Mad. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/16/23 02:38AM] Received item from Mad. Name: Imperial Staff. Id: 18629, amount: 1	
[4/16/23 02:55AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 2087	
[4/16/23 02:56AM] Received item from Mad. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 04:51AM] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 04:51AM] Received item from Rks. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 04:52AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 107968	
[4/16/23 05:03AM] Received item from Mad. Name: Coin. Id: 995, amount: 1903233	
[4/16/23 05:03AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 05:03AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 05:03AM] Received item from Mad. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 05:32AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 05:32AM] Received item from Mad. Name: Coin. Id: 995, amount: 5113738	
[4/16/23 05:32AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 465	
[4/16/23 09:00AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 200000	
[4/16/23 09:00AM] Received item from Dup. Name: Vote scroll. Id: 23020, amount: 10	
[4/16/23 09:01AM] Received item from Mad. Name: Coin. Id: 995, amount: 2264309	
[4/16/23 09:01AM] Received item from Mad. Name: Slayer ticket. Id: 5023, amount: 109	
[4/16/23 09:01AM] Received item from Mad. Name: Clean Marjoram. Id: 925, amount: 1	
[4/16/23 09:01AM] Received item from Mad. Name: Clean Cardamon. Id: 789, amount: 1	
[4/16/23 09:01AM] Received item from Mad. Name: Widow Eggs. Id: 1013, amount: 1	
[4/16/23 09:01AM] Received item from Mad. Name: Clean Fennel. Id: 916, amount: 1	
[4/16/23 09:01AM] Received item from Mad. Name: Spoolwood. Id: 942, amount: 1	
[4/16/23 09:01AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 09:10AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 09:11AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 09:52AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 9	
[4/16/23 09:52AM] Received item from Mad. Name: Coin. Id: 995, amount: 27747587	
[4/16/23 09:52AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 1800	
[4/16/23 02:50PM] Gave item to Clav. Name: Tarn token. Id: 10835, amount: 550000	
[4/16/23 02:50PM] Received item from Clav. Name: Blood Vitur. Id: 8136, amount: 1	
[4/17/23 07:30AM] Received item from Mad. Name: Coin. Id: 995, amount: 749	
[4/17/23 07:30AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 39650	
[4/18/23 07:47AM] Received item from Mad. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 07:47AM] Received item from Mad. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 07:47AM] Received item from Mad. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:52PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 02:52PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 03:42PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 4746	
[4/18/23 03:42PM] Received item from Mad. Name: Coin. Id: 995, amount: 585	
[4/19/23 10:10AM] Gave item to Mad. Name: Tarn token. Id: 10835, amount: 1312742	
[4/19/23 10:12AM] Received item from Mad. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/19/23 10:12AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 412742	
[4/19/23 11:18AM] Received item from Mad. Name: Cursed Box. Id: 15003, amount: 1	
[4/19/23 11:18AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 1	
[4/19/23 11:18AM] Received item from Mad. Name: Coin. Id: 995, amount: 5874672	
[4/19/23 11:21AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:21AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 11:21AM] Gave item to Zaryte. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 11:21AM] Received item from Zaryte. Name: Tarn token. Id: 10835, amount: 1000000	
[4/19/23 11:24AM] Gave item to Suh. Name: $1 Scroll. Id: 10946, amount: 17	
[4/19/23 11:24AM] Gave item to Suh. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 11:24AM] Received item from Suh. Name: Tarn token. Id: 10835, amount: 1350000	
[4/19/23 11:50AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 8	
[4/19/23 11:50AM] Gave item to Suh. Name: $1 Scroll. Id: 10946, amount: 17	
[4/19/23 11:50AM] Received item from Suh. Name: Tarn token. Id: 10835, amount: 850000	
[4/19/23 11:51AM] Gave item to Suh. Name: $1 Scroll. Id: 10946, amount: 1	
[4/19/23 11:51AM] Received item from Suh. Name: Tarn token. Id: 10835, amount: 50000	
[4/19/23 11:54AM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 18	
[4/19/23 12:02PM] Received item from Mad. Name: Zinq helm. Id: 23050, amount: 1	
[4/19/23 12:06PM] Gave item to Mad. Name: Executive Body. Id: 4685, amount: 1	
[4/19/23 12:06PM] Gave item to Mad. Name: Executive Helm. Id: 4684, amount: 1	
[4/19/23 12:14PM] Gave item to Mad. Name: Nightmare boots. Id: 23032, amount: 1	
[4/19/23 12:14PM] Gave item to Mad. Name: Champion Body. Id: 16023, amount: 1	
[4/19/23 12:14PM] Gave item to Mad. Name: Inferno Boots. Id: 13305, amount: 1	
[4/19/23 12:14PM] Gave item to Mad. Name: Patience body. Id: 23035, amount: 1	
[4/19/23 12:20PM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 5	
[4/19/23 12:21PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 8	
[4/19/23 12:25PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 1404742	
[4/19/23 12:32PM] Gave item to Wr3cked. Name: Maze Legs. Id: 5428, amount: 1	
[4/19/23 12:32PM] Gave item to Wr3cked. Name: Lust Staff. Id: 8809, amount: 1	
[4/19/23 12:32PM] Gave item to Wr3cked. Name: Godly Body. Id: 14051, amount: 1	
[4/19/23 12:40PM] Received item from Mad. Name: Patience body. Id: 23035, amount: 1	
[4/19/23 12:56PM] Gave item to Rasengan. Name: $1 Scroll. Id: 10946, amount: 20	
[4/19/23 12:56PM] Received item from Rasengan. Name: Tarn token. Id: 10835, amount: 1000000	
[4/19/23 01:24PM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 15	
[4/19/23 01:24PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 21	
[4/19/23 02:29PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 02:29PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 02:31PM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 9	
[4/19/23 02:31PM] Gave item to Mad. Name: $1 Scroll. Id: 10946, amount: 72	
[4/19/23 02:32PM] Gave item to Mad. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 02:35PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 4594085	
[4/19/23 02:35PM] Received item from Mad. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 02:35PM] Gave item to Onlyfans. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 02:35PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 1250000	
[4/19/23 03:12PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 1	
[4/19/23 03:21PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 03:52PM] Gave item to Mad. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 04:19PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 286065	
[4/19/23 04:40PM] Gave item to Mad. Name: Coin. Id: 995, amount: 2147482854	
[4/19/23 04:40PM] Received item from Mad. Name: Coin. Id: 995, amount: 746	
[4/19/23 04:41PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 2112482	
[4/19/23 04:41PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 1	
[4/19/23 04:41PM] Received item from Mad. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 04:50PM] Gave item to Mad. Name: $1 Scroll. Id: 10946, amount: 33	
[4/19/23 04:50PM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 12	
[4/19/23 04:52PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 1960000	
[4/19/23 04:52PM] Received item from Mad. Name: Coin. Id: 995, amount: 2356034	
[4/19/23 04:57PM] Gave item to Mad. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 05:20PM] Gave item to Mad. Name: $1 Scroll. Id: 10946, amount: 2	
[4/19/23 05:32PM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 617319	
[4/20/23 05:28AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 14880619	
[4/20/23 05:28AM] Gave item to Onlyfans. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 05:28AM] Received item from Onlyfans. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 05:30AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 3362000	
[4/20/23 05:30AM] Received item from Mad. Name: Coin. Id: 995, amount: 5765725	
[4/20/23 05:30AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 05:30AM] Received item from Mad. Name: Demon Bow. Id: 22134, amount: 1	
[4/20/23 05:31AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 3367766	
[4/20/23 06:01AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 14	
[4/20/23 06:01AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 9	
[4/20/23 06:02AM] Gave item to Onlyfans. Name: $1 Scroll. Id: 10946, amount: 26	
