[4/17/23 11:36AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 12:37PM] Gave item to Onlyfans. Name: $25 Bond. Id: 23058, amount: 1	
[4/17/23 12:37PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 500000	
[4/17/23 12:37PM] Received item from Onlyfans. Name: Doom Aura. Id: 12614, amount: 1	
[4/17/23 12:37PM] Received item from Onlyfans. Name: Collector necklace. Id: 19886, amount: 1	
[4/18/23 04:59AM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 550113	
[4/18/23 04:59AM] Received item from Immortal. Name: Executive Bow. Id: 5012, amount: 1	
[4/18/23 05:27PM] Received item from Author. Name: Rune platebody (h2). Id: 19486, amount: 1	
[4/18/23 05:46PM] Gave item to Zshana. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 05:46PM] Gave item to Zshana. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 05:46PM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 1312211	
