[4/15/23 09:44AM] Gave item to Kingrock. Name: Imperial Staff. Id: 18629, amount: 1	
[4/15/23 12:20PM] Gave item to Mad. Name: Collector necklace. Id: 19886, amount: 1	
[4/15/23 12:20PM] Received item from Mad. Name: Coin. Id: 995, amount: 5236748	
[4/15/23 12:20PM] Received item from Mad. Name: Zinq boots. Id: 23054, amount: 1	
[4/15/23 12:20PM] Received item from Mad. Name: Mystic boots. Id: 23025, amount: 1	
[4/15/23 12:20PM] Received item from Mad. Name: Zinq helm. Id: 23050, amount: 1	
[4/15/23 01:18PM] Gave item to Ao. Name: Lava bones. Id: 2023, amount: 3000	
[4/15/23 01:18PM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 10000	
[4/15/23 03:01PM] Gave item to Mad. Name: Doom Legs. Id: 15933, amount: 1	
[4/15/23 03:01PM] Gave item to Mad. Name: Doom Aura. Id: 12614, amount: 1	
[4/15/23 08:47PM] Gave item to Zaryte. Name: Doom Body. Id: 16021, amount: 1	
[4/15/23 08:47PM] Gave item to Beef Supreme. Name: Doom Body. Id: 16021, amount: 1	
[4/16/23 07:17AM] Gave item to Rokas. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 07:17AM] Gave item to Rokas. Name: Maze Maul. Id: 17710, amount: 1	
[4/16/23 07:47AM] Gave item to Rokas. Name: Unknown Body. Id: 21043, amount: 1	
[4/16/23 08:28AM] Gave item to Gpello. Name: Titan Helm. Id: 8803, amount: 1	
[4/16/23 08:28AM] Received item from Gpello. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 09:00AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 10	
[4/16/23 09:00AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 200000	
[4/16/23 09:08AM] Gave item to Rokas. Name: Godly Legs. Id: 14052, amount: 1	
[4/16/23 09:08AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 65000	
[4/16/23 09:28AM] Gave item to Zshana. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/16/23 09:28AM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 156066	
[4/16/23 09:36AM] Gave item to Rokas. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/16/23 09:36AM] Gave item to Rokas. Name: Lust Visor. Id: 8806, amount: 1	
[4/16/23 09:36AM] Received item from Rokas. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 09:36AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 31275	
[4/16/23 10:11AM] Gave item to Rokas. Name: Gold Body. Id: 11184, amount: 1	
[4/16/23 10:11AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 10:15AM] Gave item to Rokas. Name: Gold Boots. Id: 11182, amount: 1	
[4/16/23 10:15AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 10:26AM] Gave item to K8. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/16/23 10:26AM] Received item from K8. Name: Gold Glaive. Id: 7014, amount: 1	
[4/16/23 10:32AM] Gave item to K8. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 10:56AM] Gave item to Rokas. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/16/23 10:56AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 12:16PM] Gave item to Ruthie. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 12:16PM] Received item from Ruthie. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 12:26PM] Gave item to Djnj. Name: Nagi Ring. Id: 21069, amount: 1	
[4/16/23 12:26PM] Received item from Djnj. Name: Tarn token. Id: 10835, amount: 15000	
[4/16/23 12:37PM] Gave item to Resi. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/16/23 12:37PM] Received item from Resi. Name: Vote scroll. Id: 23020, amount: 40	
[4/16/23 01:32PM] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 69	
[4/16/23 01:32PM] Received item from Rks. Name: Tarn token. Id: 10835, amount: 700000	
[4/16/23 02:23PM] Gave item to Zshana. Name: Lili Gloves. Id: 22139, amount: 1	
[4/16/23 02:23PM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 601200	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Staff. Id: 8809, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Legging. Id: 8808, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Poncho. Id: 8807, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Visor. Id: 8806, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Visor. Id: 8806, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Legging. Id: 8808, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Legging. Id: 8808, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Maze Maul. Id: 17710, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Maze Maul. Id: 17710, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Maze Cape. Id: 17684, amount: 1	
[4/19/23 05:26PM] Gave item to Swigglecake. Name: Lust Staff. Id: 8809, amount: 1	
[4/19/23 05:26PM] Received item from Swigglecake. Name: Tarn token. Id: 10835, amount: 701371	
[4/22/23 06:33PM] Gave item to Author. Name: Owner's Halo. Id: 22239, amount: 1	
[4/22/23 06:33PM] Received item from Author. Name: Tarn token. Id: 10835, amount: 120265105	
[4/22/23 06:33PM] Received item from Author. Name: Frieza Body. Id: 11764, amount: 1	
[4/22/23 06:33PM] Received item from Author. Name: Frieza Legs. Id: 11765, amount: 1	
[4/22/23 06:33PM] Received item from Author. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/22/23 06:33PM] Received item from Author. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 06:45PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 40000000	
[4/22/23 06:45PM] Received item from Arab. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/23/23 06:24AM] Received item from Tew. Name: Green stone. Id: 15251, amount: 1	
[4/23/23 06:24AM] Received item from Tew. Name: Groudon Staff. Id: 13640, amount: 1	
[4/23/23 06:24AM] Received item from Tew. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/23/23 06:24AM] Received item from Tew. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/23/23 06:30AM] Gave item to Tew. Name: Groudon Staff. Id: 13640, amount: 1	
[4/23/23 06:30AM] Gave item to Tew. Name: Green stone. Id: 15251, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Maze Maul. Id: 17710, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Maze Maul. Id: 17710, amount: 1	
[4/23/23 06:32AM] Gave item to Tew. Name: Titan Chaps. Id: 8805, amount: 1	
[4/23/23 07:16AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 16	
[4/23/23 07:16AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 800000	
[4/23/23 08:32AM] Gave item to What It Is. Name: Virtuos Body. Id: 14204, amount: 1	
[4/23/23 08:32AM] Gave item to What It Is. Name: Lust Legging. Id: 8808, amount: 1	
[4/23/23 08:32AM] Gave item to What It Is. Name: Lust Visor. Id: 8806, amount: 1	
[4/23/23 08:32AM] Gave item to What It Is. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 08:32AM] Gave item to What It Is. Name: Champion Off-Hand. Id: 15818, amount: 1	
