[4/16/23 07:51PM] Received item from Onlyfans. Name: Mystic body. Id: 23022, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Mystic boots. Id: 23025, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Mystic helm. Id: 23021, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Imperial Whip. Id: 18750, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Antique Sword. Id: 23146, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Sinful Staff. Id: 14377, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/16/23 07:51PM] Received item from Onlyfans. Name: Antique Boots. Id: 8820, amount: 1	
[4/16/23 07:52PM] Received item from Onlyfans. Name: Lava bones. Id: 2023, amount: 3000	
[4/16/23 08:03PM] Gave item to Immortal. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 08:03PM] Received item from Immortal. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 08:43PM] Gave item to Mirkys. Name: Sinful Staff. Id: 14377, amount: 1	
[4/16/23 08:43PM] Gave item to Mirkys. Name: Mystic body. Id: 23022, amount: 1	
[4/16/23 08:43PM] Gave item to Mirkys. Name: Mystic boots. Id: 23025, amount: 1	
[4/16/23 08:43PM] Gave item to Mirkys. Name: Mystic helm. Id: 23021, amount: 1	
[4/16/23 08:43PM] Gave item to Mirkys. Name: Revenant Wings. Id: 18005, amount: 1	
[4/17/23 11:15PM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 103006	
[4/17/23 11:15PM] Received item from Ruthie. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 11:21PM] Gave item to Mirkys. Name: Antique Bow. Id: 23144, amount: 1	
[4/19/23 12:38AM] Gave item to Afklyfe. Name: Tarn token. Id: 10835, amount: 45278	
[4/19/23 08:04AM] Received item from Afklyfe. Name: Vote scroll. Id: 23020, amount: 126	
[4/19/23 08:04AM] Received item from Afklyfe. Name: $1 Scroll. Id: 10946, amount: 124	
[4/19/23 08:04AM] Gave item to Mirkys. Name: $1 Scroll. Id: 10946, amount: 26	
[4/19/23 08:53AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 2000000	
[4/19/23 08:53AM] Received item from Nobledefeat. Name: Agumon Bow. Id: 22155, amount: 1	
[4/20/23 09:43AM] Received item from Mirkys. Name: Tarn token. Id: 10835, amount: 1323857	
[4/20/23 01:37PM] Received item from Mirkys. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/20/23 01:37PM] Received item from Mirkys. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 10:07PM] Gave item to Nobledefeat. Name: Agumon Bow. Id: 22155, amount: 1	
[4/20/23 10:07PM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 10000000	
[4/20/23 10:07PM] Received item from Nobledefeat. Name: Elite Bow. Id: 8411, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:29PM] Gave item to Shadowunit. Name: Rogue Boots. Id: 22122, amount: 1	
[4/22/23 05:30PM] Gave item to Shadowunit. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 06:30PM] Gave item to Shadowunit. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/22/23 06:30PM] Gave item to Shadowunit. Name: Lili Body. Id: 22137, amount: 1	
[4/22/23 06:30PM] Gave item to Shadowunit. Name: Blood Boots. Id: 17283, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:58PM] Gave item to Shadowunit. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 09:28PM] Gave item to 4bit. Name: Groudon Shield. Id: 13964, amount: 1	
[4/24/23 09:34AM] Received item from Afklyfe. Name: $1 Scroll. Id: 10946, amount: 33	
[4/24/23 09:42AM] Gave item to Sad. Name: Tarn token. Id: 10835, amount: 1000000	
[4/24/23 09:42AM] Received item from Sad. Name: Sovereignty prayer scroll. Id: 23169, amount: 1	
[4/24/23 09:47AM] Gave item to Asquad. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/24/23 09:47AM] Received item from Asquad. Name: Tarn token. Id: 10835, amount: 5000875	
[4/24/23 10:27AM] Gave item to O T T E R. Name: Solar Staff. Id: 22135, amount: 1	
[4/24/23 10:27AM] Received item from O T T E R. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/24/23 10:27AM] Received item from O T T E R. Name: Owner's cape. Id: 7995, amount: 1	
[4/24/23 10:27AM] Received item from O T T E R. Name: Tarn token. Id: 10835, amount: 4074317	
[4/24/23 10:27AM] Received item from O T T E R. Name: $1 Scroll. Id: 10946, amount: 21	
[4/24/23 10:27AM] Received item from O T T E R. Name: Vote scroll. Id: 23020, amount: 15	
[4/24/23 12:08PM] Gave item to Pleasuredom. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/24/23 12:08PM] Received item from Pleasuredom. Name: Tarn token. Id: 10835, amount: 504328	
[4/24/23 04:30PM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 7000000	
[4/24/23 04:30PM] Received item from Entropy. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/25/23 12:16AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 35000000	
[4/25/23 12:16AM] Received item from Nobledefeat. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/25/23 12:48AM] Gave item to Xtc. Name: Tarn token. Id: 10835, amount: 8500000	
[4/25/23 12:48AM] Gave item to Xtc. Name: $1 Scroll. Id: 10946, amount: 10	
[4/25/23 12:48AM] Received item from Xtc. Name: Black Goku Head. Id: 14440, amount: 1	
