[4/16/23 06:34PM] Received item from Ruthie. Name: Maze Helm. Id: 5420, amount: 1	
[4/21/23 07:57AM] Received item from Winalldays. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 07:57AM] Received item from Winalldays. Name: Majestic Box. Id: 15004, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Vote scroll. Id: 23020, amount: 12	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Lava bones. Id: 2023, amount: 15166	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Slayer ticket. Id: 5023, amount: 5808	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Coin. Id: 995, amount: 935	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Tarn token. Id: 10835, amount: 744985	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Evil Helm. Id: 14325, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Aura (T6). Id: 23049, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Deviant Wings. Id: 21024, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Agumon Body. Id: 22153, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Varth Bow. Id: 22148, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Collector necklace. Id: 19886, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Tyrant Aura. Id: 12608, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Agumon Legs. Id: 22154, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Agumon Boots. Id: 22158, amount: 1	
[4/25/23 09:41AM] Gave item to Hibasteel. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Green stone. Id: 15251, amount: 3	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/25/23 09:42AM] Gave item to Hibasteel. Name: Agumon Pet. Id: 19495, amount: 1	
[4/25/23 09:43AM] Gave item to Hibasteel. Name: Slender Man Pet. Id: 20586, amount: 1	
[4/25/23 09:46AM] Received item from Hibasteel. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 09:47AM] Received item from Hibasteel. Name: Coin. Id: 995, amount: 955580	
[4/25/23 10:10AM] Received item from Hibasteel. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 10:12AM] Received item from Hibasteel. Name: $1 Scroll. Id: 10946, amount: 2	
[4/25/23 10:12AM] Gave item to Hibasteel. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Collector necklace. Id: 19886, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Evil Helm. Id: 14325, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Deviant Wings. Id: 21024, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Agumon Body. Id: 22153, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Aura (T6). Id: 23049, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Collector necklace. Id: 19886, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Agumon Legs. Id: 22154, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Agumon Boots. Id: 22158, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Tyrant Aura. Id: 12608, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Varth Bow. Id: 22148, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Lava bones. Id: 2023, amount: 21313	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Coin. Id: 995, amount: 20832701	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Tarn token. Id: 10835, amount: 231378	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Slayer ticket. Id: 5023, amount: 5808	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/25/23 12:15PM] Received item from Hibasteel. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/25/23 12:18PM] Received item from Hibasteel. Name: Slender Man Pet. Id: 20586, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/25/23 12:21PM] Received item from Hibasteel. Name: Transfer Crystal. Id: 8788, amount: 1	
