[4/15/23 01:47AM] Received item from Kandonas. Name: Mystic book. Id: 23027, amount: 1	
[4/15/23 01:47AM] Received item from Kandonas. Name: Mystic staff. Id: 23026, amount: 1	
[4/15/23 04:21AM] Gave item to Nervus. Name: Lava bones. Id: 2023, amount: 900	
[4/15/23 04:21AM] Received item from Nervus. Name: Tarn token. Id: 10835, amount: 900	
[4/15/23 04:23AM] Gave item to Ao. Name: Lava bones. Id: 2023, amount: 1500	
[4/15/23 04:23AM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 1500	
[4/15/23 07:40AM] Gave item to Toxic. Name: Lava bones. Id: 2023, amount: 1516	
[4/15/23 07:40AM] Received item from Toxic. Name: Tarn token. Id: 10835, amount: 7500	
[4/15/23 08:24AM] Received item from Walkchaos. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 06:47PM] Received item from Ronnie Alt. Name: PvM Casket. Id: 2736, amount: 5	
[4/15/23 06:47PM] Received item from Ronnie Alt. Name: DR Potion (Divine). Id: 3088, amount: 1	
[4/15/23 06:47PM] Received item from Ronnie Alt. Name: Lava bones. Id: 2023, amount: 100	
[4/16/23 01:54PM] Gave item to Zshana. Name: Tarn token. Id: 10835, amount: 400000	
[4/16/23 01:54PM] Received item from Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/17/23 02:06PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 50000	
[4/17/23 02:06PM] Received item from Inherited. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/20/23 03:10AM] Gave item to Slayer. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 03:10AM] Gave item to Slayer. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 03:10AM] Received item from Slayer. Name: Tarn token. Id: 10835, amount: 120000	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Gloves. Id: 14323, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Legs. Id: 14331, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Boots. Id: 14329, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Body. Id: 14327, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Helm. Id: 14325, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Evil Scythe. Id: 22133, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 05:23PM] Received item from Onlyfans. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:23AM] Gave item to Bourgondier. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 02:23AM] Received item from Bourgondier. Name: Tarn token. Id: 10835, amount: 1609675	
[4/22/23 02:23AM] Received item from Bourgondier. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 02:23AM] Received item from Bourgondier. Name: Godly Cape. Id: 1485, amount: 1	
[4/22/23 02:23AM] Received item from Bourgondier. Name: Agumon Boots. Id: 22158, amount: 1	
[4/22/23 02:39AM] Gave item to Akuna. Name: Aura (T6). Id: 23049, amount: 1	
[4/22/23 02:39AM] Received item from Akuna. Name: Tarn token. Id: 10835, amount: 450000	
[4/22/23 05:56PM] Gave item to Vetbrazil. Name: Tarn token. Id: 10835, amount: 100000	
[4/22/23 05:56PM] Received item from Vetbrazil. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Wowzers. Name: Tarn token. Id: 10835, amount: 600000	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Wowzers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Gave item to Nervus. Name: Tarn token. Id: 10835, amount: 500000	
[4/23/23 02:21AM] Received item from Nervus. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Nervus. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Nervus. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Nervus. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 02:21AM] Received item from Nervus. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 04:09AM] Gave item to Xtc. Name: $1 Scroll. Id: 10946, amount: 23	
[4/23/23 04:09AM] Received item from Xtc. Name: Tarn token. Id: 10835, amount: 1150000	
