[4/18/23 03:22AM] Received item from Immortal. Name: Malvek Legs. Id: 19158, amount: 1	
[4/18/23 03:24AM] Received item from Professor. Name: Zinq body. Id: 23051, amount: 1	
[4/18/23 03:24AM] Received item from Professor. Name: Zinq legs. Id: 23052, amount: 1	
[4/18/23 03:24AM] Received item from Professor. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/18/23 03:25AM] Received item from Ao. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 05:48PM] Gave item to Author. Name: $1 Scroll. Id: 10946, amount: 4	
[4/18/23 05:48PM] Received item from Author. Name: Rune platebody (h2). Id: 19486, amount: 1	
[4/20/23 12:30AM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 2	
[4/20/23 04:51PM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:51PM] Received item from 808. Name: Tarn token. Id: 10835, amount: 1000	
[4/20/23 04:56PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 04:56PM] Received item from Defendhawaii. Name: Fury shark. Id: 17818, amount: 100	
[4/20/23 04:56PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 1000000	
[4/20/23 04:56PM] Received item from Defendhawaii. Name: Super restore (4). Id: 3025, amount: 100	
[4/20/23 05:15PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:06PM] Received item from Fk. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:07PM] Received item from Fk. Name: Coin. Id: 995, amount: 1000000	
[4/21/23 05:00AM] Gave item to Tarnow. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 05:00AM] Received item from Tarnow. Name: Tarn token. Id: 10835, amount: 150000	
[4/21/23 11:28PM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 11:31PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 11:40PM] Received item from Fk. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 11:40PM] Received item from Fk. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 11:46PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 12:53AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 2375034	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Cape. Id: 15100, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Helm. Id: 15005, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 12:53AM] Received item from Onlyfans. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/22/23 12:54AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 125677	
[4/22/23 04:37AM] Received item from Defendhawaii. Name: $25 Bond. Id: 23058, amount: 1	
[4/22/23 04:37AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 1	
[4/22/23 04:37AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 6591654	
[4/22/23 05:15AM] Gave item to Author. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/22/23 05:15AM] Received item from Author. Name: Tarn token. Id: 10835, amount: 1100751	
[4/22/23 05:30AM] Gave item to Slayer. Name: Tarn token. Id: 10835, amount: 800000	
[4/22/23 05:30AM] Received item from Slayer. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant whip. Id: 18011, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant Body. Id: 18001, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant Wings. Id: 18005, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant Boots. Id: 18009, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant Legs. Id: 18003, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Revenant Helm. Id: 17999, amount: 1	
[4/22/23 05:38AM] Gave item to Defendhawaii. Name: Lava bones. Id: 2023, amount: 365	
[4/22/23 05:38AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 2	
[4/22/23 05:38AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 2325690	
[4/22/23 05:38AM] Received item from Defendhawaii. Name: Lava bones. Id: 2023, amount: 515	
[4/22/23 05:39AM] Gave item to Defendhawaii. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/22/23 05:53AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 05:53AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 07:35AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 3000000	
[4/22/23 07:35AM] Received item from Arab. Name: Goku Gloves. Id: 13326, amount: 1	
[4/22/23 07:38AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 6	
[4/22/23 07:38AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 03:54PM] Received item from 808. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 03:54PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 03:54PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 14504886	
[4/22/23 04:06PM] Received item from 808. Name: Coin. Id: 995, amount: 6752928	
[4/22/23 04:06PM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:12PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:12PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 1372496	
[4/22/23 04:18PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:24PM] Received item from Fk. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:39PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 04:39PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 6600463	
[4/22/23 04:39PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 04:39PM] Received item from Fk. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 04:39PM] Received item from Fk. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 07:44PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 07:44PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 07:44PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 9332405	
[4/22/23 07:45PM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 07:45PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 07:45PM] Received item from Hi. Name: Coin. Id: 995, amount: 10174328	
[4/22/23 09:35PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 09:35PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 8919578	
[4/22/23 09:36PM] Received item from Hi. Name: Coin. Id: 995, amount: 11692778	
[4/22/23 09:36PM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 2	
[4/22/23 09:55PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 09:55PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 09:56PM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 09:56PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 10:45PM] Gave item to Pjk. Name: Tarn token. Id: 10835, amount: 800000	
[4/22/23 10:45PM] Received item from Pjk. Name: Aura (T6). Id: 23049, amount: 1	
[4/22/23 11:11PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 11:11PM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:11PM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:11PM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 11:38PM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 3	
[4/22/23 11:38PM] Received item from Hi. Name: Coin. Id: 995, amount: 11404702	
[4/22/23 11:38PM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 11:38PM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 8396666	
[4/23/23 03:43AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 9	
[4/23/23 03:43AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 21	
[4/23/23 03:43AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 9146639	
[4/23/23 04:34AM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 14	
[4/23/23 04:34AM] Received item from Hi. Name: Coin. Id: 995, amount: 10130712	
[4/23/23 04:34AM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 04:36AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 04:36AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 7	
[4/23/23 04:36AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 3782516	
[4/23/23 05:02AM] Gave item to Kabal. Name: Tarn token. Id: 10835, amount: 750000	
[4/23/23 05:02AM] Received item from Kabal. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/26/23 01:23AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 6	
[4/26/23 01:23AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 16885759	
[4/26/23 03:22AM] Received item from Hi. Name: $1 Scroll. Id: 10946, amount: 7	
[4/26/23 03:22AM] Received item from Hi. Name: Vote scroll. Id: 23020, amount: 3	
[4/26/23 03:22AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 7	
[4/26/23 03:22AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/26/23 04:45AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 5	
[4/26/23 04:45AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 3	
[4/26/23 04:46AM] Received item from 808. Name: $1 Scroll. Id: 10946, amount: 5	
[4/26/23 04:46AM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 3	
[4/26/23 01:49PM] Received item from 808. Name: $1 Scroll. Id: 10946, amount: 24	
[4/26/23 01:49PM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 12	
[4/26/23 01:49PM] Received item from 808. Name: Coin. Id: 995, amount: 20468909	
[4/27/23 03:15AM] Received item from 808. Name: $10 Bond. Id: 23057, amount: 1	
[4/27/23 03:15AM] Received item from 808. Name: Coin. Id: 995, amount: 23009347	
[4/27/23 03:15AM] Received item from 808. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 04:29AM] Received item from 808. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 04:29AM] Received item from 808. Name: Vote scroll. Id: 23020, amount: 6	
[4/27/23 04:32AM] Gave item to Voki. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 04:32AM] Received item from Voki. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 04:32AM] Received item from Voki. Name: Demonlord Body. Id: 14178, amount: 1	
[4/27/23 04:43AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 20	
[4/27/23 04:43AM] Received item from Defendhawaii. Name: Vote scroll. Id: 23020, amount: 12	
[4/27/23 07:33AM] Gave item to Entropy. Name: Saiyan God Gloves. Id: 22129, amount: 1	
[4/27/23 07:33AM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 25000000	
[4/27/23 07:34AM] Received item from Defendhawaii. Name: $1 Scroll. Id: 10946, amount: 6	
[4/27/23 07:34AM] Received item from Defendhawaii. Name: Coin. Id: 995, amount: 5070926	
