[4/18/23 06:46AM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 500000	
[4/18/23 06:46AM] Received item from Zshana. Name: Lava bones. Id: 2023, amount: 10000	
[4/18/23 06:46AM] Received item from Zshana. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Executive Gloves. Id: 8273, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Deviant Wings. Id: 21024, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Executive Boots. Id: 8274, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Varth Body. Id: 22146, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Nite Helm. Id: 17614, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 06:46AM] Received item from Zshana. Name: Supreme Gloves. Id: 18883, amount: 1	
[4/18/23 09:48AM] Received item from Zshana. Name: Malvek Katana. Id: 14018, amount: 1	
[4/18/23 09:48AM] Received item from Zshana. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/18/23 09:48AM] Received item from Zshana. Name: Lili Aura. Id: 22142, amount: 1	
[4/18/23 11:27AM] Received item from Zshana. Name: Goku Boots. Id: 13327, amount: 1	
[4/22/23 10:56AM] Received item from Zshana. Name: Fazula Staff. Id: 4071, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Collector ring. Id: 4446, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Groudon Boots. Id: 3107, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: Groudon Aura. Id: 15448, amount: 1	
[4/22/23 11:00AM] Received item from Zshana. Name: $25 Bond. Id: 23058, amount: 2	
[4/23/23 01:00PM] Gave item to Zshana. Name: Fazula Staff. Id: 4071, amount: 1	
