[4/23/23 05:11AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 05:11AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 05:13AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 05:13AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/23/23 05:15AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 05:15AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 05:19AM] Player dropped item: Lava bones, id: 2023, amount: 19	
[4/23/23 05:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
