[4/15/23 01:59PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/15/23 03:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:57PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/15/23 04:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:04PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/18/23 03:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:34PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 09:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:30AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/25/23 06:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 06:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 06:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:40PM] Player dropped item: Vial, id: 229, amount: 1	
