[4/19/23 10:39AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 10:39AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 10:40AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 10:40AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 10:40AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 10:41AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 11:03AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:04AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:14AM] Player dropped item: Lava bones, id: 2023, amount: 6	
[4/19/23 11:34AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
