[4/18/23 03:33AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 03:33AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 03:33AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 06:47AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 11:26AM] Player dropped item: Supreme Gloves, id: 18883, amount: 1	
[4/22/23 11:00AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/22/23 11:04AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 11:04AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 11:04AM] Player dropped item: Malvek Katana, id: 14018, amount: 1	
[4/22/23 11:05AM] Player dropped item: Warrior chestplate (mithril), id: 20604, amount: 1	
[4/22/23 11:05AM] Player dropped item: Groudon Boots, id: 3107, amount: 1	
[4/22/23 11:06AM] Player dropped item: Warrior chestplate (mithril), id: 20604, amount: 1	
[4/22/23 11:06AM] Player dropped item: Groudon Boots, id: 3107, amount: 1	
[4/22/23 12:03PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/22/23 12:09PM] Player dropped item: Malvek Katana, id: 14018, amount: 1	
[4/22/23 12:22PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/22/23 12:27PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 12:27PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
