[4/20/23 01:47AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 01:48AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 01:48AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 01:48AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 01:49AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 01:49AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 01:49AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 02:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:13AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:07AM] Player dropped item: Knife, id: 946, amount: 1	
[4/20/23 08:07AM] Player dropped item: Bronze hatchet, id: 1351, amount: 1	
[4/20/23 08:07AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/20/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:37AM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
