[4/23/23 08:23AM] Player dropped item: Byakuya Pet, id: 13775, amount: 1	
[4/23/23 08:35AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 08:35AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 08:35AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 08:35AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 08:35AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 08:53AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 08:56AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 08:56AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:56AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:57AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 08:58AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/23/23 08:58AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/23/23 08:58AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:58AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 08:59AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 08:59AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/23/23 08:59AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/23/23 08:59AM] Player dropped item: Mystic gloves, id: 23024, amount: 1	
[4/23/23 08:59AM] Player dropped item: Mystic body, id: 23022, amount: 1	
[4/23/23 08:59AM] Player dropped item: Mystic body, id: 23022, amount: 1	
[4/23/23 08:59AM] Player dropped item: Mystic book, id: 23027, amount: 1	
[4/23/23 08:59AM] Player dropped item: Mystic legs, id: 23023, amount: 1	
[4/23/23 10:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:22PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/23/23 12:22PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/23/23 12:50PM] Player dropped item: Vial, id: 229, amount: 1	
