[4/17/23 01:39PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 01:39PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 01:42PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 01:42PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 01:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:55PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 01:55PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 01:57PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 01:57PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 01:57PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 01:57PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 01:57PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 01:57PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 02:01PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 02:04PM] Player dropped item: Nagi Legs, id: 21064, amount: 1	
[4/17/23 02:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 02:30PM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/17/23 02:30PM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/18/23 07:36AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 07:57AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:04PM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/19/23 07:28AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 07:49AM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/19/23 12:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 09:40AM] Player dropped item: Antique Helm, id: 8816, amount: 1	
[4/22/23 10:29PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
