[4/15/23 03:19PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 03:19PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 03:19PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 03:22PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 03:22PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 03:22PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 03:25PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 03:25PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 03:35PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 03:50PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 03:52PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
