[4/15/23 08:30AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 08:30AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 08:31AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 08:31AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 09:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:41AM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/15/23 10:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:18AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
