[4/22/23 01:52AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 01:52AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 01:52AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 01:56AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 01:56AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 01:56AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 02:01AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 02:01AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 02:02AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 02:02AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 02:19AM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/22/23 02:19AM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/22/23 02:21AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 02:21AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
