[4/17/23 11:14AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 11:14AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 11:14AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 11:15AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 11:17AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 11:17AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 11:17AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/17/23 11:17AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 11:17AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/17/23 11:18AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/17/23 11:25AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 11:25AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 11:25AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 11:33AM] Player dropped item: Lava bones, id: 2023, amount: 40	
[4/17/23 11:36AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/17/23 11:39AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:40AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:43AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/17/23 11:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:52AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 11:52AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/17/23 11:52AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 11:56AM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/17/23 12:10PM] Player dropped item: Lava bones, id: 2023, amount: 100	
[4/17/23 12:13PM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/17/23 12:15PM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/17/23 12:17PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/17/23 12:19PM] Player dropped item: Lava bones, id: 2023, amount: 740	
[4/17/23 12:23PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 12:34PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/17/23 12:37PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 12:37PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
