[4/18/23 08:24PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 08:26PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 08:26PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 08:26PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 08:27PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 08:27PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 08:27PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 08:27PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 08:30PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 08:30PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 08:36PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 08:37PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 08:37PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 09:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 09:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 01:43PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 01:48PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 02:07PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 02:14PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 02:21PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/19/23 02:23PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 02:23PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 02:24PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 02:33PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 11:26PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/23/23 01:23AM] Player dropped item: Nagi Cape, id: 21071, amount: 1	
[4/23/23 10:46AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 10:51AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:13AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 12:15PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 12:19PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/26/23 03:26AM] Player dropped item: Lava bones, id: 2023, amount: 465	
[4/26/23 08:27AM] Player dropped item: Gorvek Pet, id: 23081, amount: 1	
[4/26/23 08:45AM] Player dropped item: Onyx Griffin Pet, id: 19486, amount: 1	
[4/26/23 08:30PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 10:43PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/27/23 01:46AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/27/23 07:01AM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/27/23 07:58PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/27/23 08:35PM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
