[4/16/23 08:41AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 08:41AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 08:41AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 08:45AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 08:45AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 08:45AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 08:48AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 08:48AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 08:48AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 08:50AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 08:51AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 09:01AM] Player dropped item: Lava bones, id: 2023, amount: 5	
[4/16/23 09:08AM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/16/23 09:24AM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/16/23 09:32AM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/16/23 09:46AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 09:49AM] Player dropped item: Lava bones, id: 2023, amount: 40	
[4/16/23 09:50AM] Player dropped item: Lava bones, id: 2023, amount: 100	
[4/16/23 10:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:13AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
