[4/16/23 12:03AM] Player dropped item: Lava bones, id: 2023, amount: 76	
[4/16/23 12:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 12:24AM] Player dropped item: Lava bones, id: 2023, amount: 31	
[4/16/23 12:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:32AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/16/23 12:32AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/16/23 04:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:53PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/20/23 10:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:30PM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/22/23 06:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:33PM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/22/23 06:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 10:05PM] Player dropped item: Vial, id: 229, amount: 1	
