[4/17/23 11:15AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 11:15AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 11:15AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 11:15AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 11:15AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 11:33AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 11:33AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 11:34AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 11:34AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 11:34AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 11:39AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 11:42AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 01:05PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 01:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:18PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 01:18PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 01:34PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 02:53PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:59PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 05:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:42PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
