[4/20/23 03:02AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 03:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:09AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 03:09AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 03:12AM] Player dropped item: Coin, id: 995, amount: 6687	
[4/20/23 03:14AM] Player dropped item: Coin, id: 995, amount: 4800	
[4/20/23 04:11AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 04:59AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 06:42AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 06:42AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 07:31AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 07:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
