[4/15/23 03:42AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 03:42AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 03:42AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 03:42AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 03:42AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 03:42AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 03:44AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 03:44AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 03:44AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 03:48AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 03:48AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
