[4/23/23 10:33AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 10:35AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/23/23 10:35AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/23/23 10:35AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/23/23 10:37AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/23/23 10:38AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/23/23 10:39AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 10:40AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/23/23 10:40AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 10:53AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:01AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
